,unit_id,isp,TECHNOLOGY,SK down,SK UP,timezone_offset,timezone_offset_dst,STATE,REGION
146,683,CenturyLink,DSL,10,0.768,-6,-5,AL,SOUTH
147,875,AT&T,DSL,18,1.5,-6,-5,AL,SOUTH
148,1111,Charter,CABLE,60,4,-6,-5,AL,SOUTH
149,1130,Time Warner Cable,CABLE,15,1,-6,-5,AL,SOUTH
150,5272,AT&T,DSL,6,0.512,-6,-5,AL,SOUTH
151,5559,CenturyLink,DSL,1.5,0.256,-6,-5,AL,SOUTH
153,6245,Charter,CABLE,60,4,-6,-5,AL,SOUTH
154,6298,Brighthouse,CABLE,60,5,-6,-5,AL,SOUTH
155,6900,Brighthouse,CABLE,20,2,-6,-5,AL,SOUTH
156,7104,Comcast,CABLE,25,5,-6,-5,AL,SOUTH
157,7417,Comcast,CABLE,50,10,-6,-5,AL,SOUTH
158,7440,Charter,CABLE,100,5,-6,-5,AL,SOUTH
159,7465,Charter,CABLE,60,4,-6,-5,AL,SOUTH
160,7541,Mediacom,CABLE,20,2,-6,-5,AL,SOUTH
161,7991,Charter,CABLE,60,4,-6,-5,AL,SOUTH
162,8240,Charter,CABLE,60,4,-6,-5,AL,SOUTH
163,8726,Charter,CABLE,60,4,-6,-5,AL,SOUTH
164,8730,Time Warner Cable,CABLE,20,2,-6,-5,AL,SOUTH
165,9847,Mediacom,CABLE,15,1,-6,-5,AL,SOUTH
166,10062,Windstream,DSL,3,0.768,-6,-5,AL,SOUTH
167,10145,Windstream,DSL,6,0.768,-6,-5,AL,SOUTH
168,10212,Windstream,DSL,3,0.384,-6,-5,AL,SOUTH
169,10522,Time Warner Cable,CABLE,20,2,-6,-5,AL,SOUTH
171,10904,Charter,CABLE,100,5,-6,-5,AL,SOUTH
172,11149,Charter,CABLE,60,4,-6,-5,AL,SOUTH
173,11176,Charter,CABLE,60,4,-6,-5,AL,SOUTH
174,11288,Charter,CABLE,60,4,-6,-5,AL,SOUTH
175,11367,Charter,CABLE,30,4,-6,-5,AL,SOUTH
176,11611,Charter,CABLE,60,4,-6,-5,AL,SOUTH
177,11922,Cablevision,CABLE,101,35,-6,-5,AL,SOUTH
178,12148,Charter,CABLE,30,4,-6,-5,AL,SOUTH
179,13239,CenturyLink,DSL,6,0.512,-6,-5,AL,SOUTH
180,13340,CenturyLink,DSL,3,0.512,-6,-5,AL,SOUTH
181,29730,Windstream,DSL,3,0.768,-6,-5,AL,SOUTH
183,32379,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,AL,SOUTH
184,32385,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,AL,SOUTH
185,32409,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,AL,SOUTH
186,184428,Comcast,CABLE,25,5,-6,-5,AL,SOUTH
187,215712,CenturyLink,DSL,4,0.512,-6,-5,AL,SOUTH
188,215746,CenturyLink,DSL,1.5,0.256,-6,-5,AL,SOUTH
189,234170,Windstream,DSL,3,0.768,-6,-5,AL,SOUTH
190,234190,CenturyLink,DSL,8,0.768,-6,-5,AL,SOUTH
191,234280,AT&T,DSL,1.5,0.256,-6,-5,AL,SOUTH
192,435510,Mediacom,CABLE,100,10,-6,-5,AL,SOUTH
193,600898,Charter,CABLE,60,4,-6,-5,AL,SOUTH
194,605662,AT&T,DSL,1.5,0.256,-6,-5,AL,SOUTH
195,615028,Comcast,CABLE,25,5,-6,-5,AL,SOUTH
196,615468,AT&T,DSL,24,3,-6,-5,AL,SOUTH
197,615472,Hughes,SATELLITE,5,1,-6,-5,AL,SOUTH
198,621696,Hughes,SATELLITE,5,1,-6,-5,AL,SOUTH
199,621698,Hughes,SATELLITE,5,1,-6,-5,AL,SOUTH
200,621732,AT&T,DSL,1.5,0.256,-6,-5,AL,SOUTH
201,623988,Hughes,SATELLITE,5,1,-6,-5,AL,SOUTH
202,476,CenturyLink,DSL,0.512,0.256,-6,-5,AR,SOUTH
204,676,Windstream,DSL,3,0.768,-6,-5,AR,SOUTH
205,787,CenturyLink,DSL,10,0.768,-6,-5,AR,SOUTH
206,1087,AT&T,DSL,12,1.5,-6,-5,AR,SOUTH
207,5860,AT&T,DSL,45,6,-6,-5,AR,SOUTH
208,7275,AT&T,DSL,6,0.512,-6,-5,AR,SOUTH
210,8666,Cox,CABLE,50,5,-6,-5,AR,SOUTH
211,9230,Comcast,CABLE,25,5,-6,-5,AR,SOUTH
212,9468,AT&T,DSL,3,0.384,-6,-5,AR,SOUTH
213,9644,AT&T,DSL,12,1.5,-6,-5,AR,SOUTH
214,9881,Windstream,DSL,6,0.768,-6,-5,AR,SOUTH
215,10232,Windstream,DSL,3,0.768,-6,-5,AR,SOUTH
216,10637,Cox,CABLE,5,1,-6,-5,AR,SOUTH
217,10873,Time Warner Cable,CABLE,3,1,-6,-5,AR,SOUTH
221,13236,CenturyLink,DSL,1.5,0.256,-6,-5,AR,SOUTH
222,13562,Cox,CABLE,5,1,-6,-5,AR,SOUTH
224,27969,AT&T,DSL,45,6,-6,-5,AR,SOUTH
225,28777,Windstream,DSL,3,0.768,-6,-5,AR,SOUTH
226,28945,Comcast,CABLE,3,0.768,-6,-5,AR,SOUTH
227,29619,Windstream,DSL,1.5,0.384,-6,-5,AR,SOUTH
228,30675,Windstream,DSL,3,0.768,-6,-5,AR,SOUTH
229,32547,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,AR,SOUTH
230,180984,Windstream,DSL,3,0.768,-6,-5,AR,SOUTH
231,210418,CenturyLink,DSL,1.5,0.256,-6,-5,AR,SOUTH
232,213524,Windstream,DSL,6,0.768,-6,-5,AR,SOUTH
233,213530,Windstream,DSL,6,0.768,-6,-5,AR,SOUTH
234,213532,CenturyLink,DSL,10,0.768,-6,-5,AR,SOUTH
235,217753,AT&T,DSL,18,1.5,-6,-5,AR,SOUTH
236,244894,CenturyLink,DSL,3,0.512,-6,-5,AR,SOUTH
237,614116,Hughes,SATELLITE,10,1,-6,-5,AR,SOUTH
238,614118,Hughes,SATELLITE,10,1,-6,-5,AR,SOUTH
239,614120,Hughes,SATELLITE,10,1,-6,-5,AR,SOUTH
240,615182,Hughes,SATELLITE,10,1,-6,-5,AR,SOUTH
241,615216,Comcast,CABLE,50,10,-6,-5,AR,SOUTH
242,615570,Windstream,DSL,12,0.768,-6,-5,AR,SOUTH
243,615572,Windstream,DSL,12,0.768,-6,-5,AR,SOUTH
244,620680,Cox,CABLE,50,5,-6,-5,AR,SOUTH
245,621628,AT&T,DSL,1.5,0.384,-6,-5,AR,SOUTH
247,621744,Hughes,SATELLITE,5,1,-6,-5,AR,SOUTH
249,637802,Cox,CABLE,100,10,-6,-5,AR,SOUTH
251,471,Comcast,CABLE,25,5,-7,-7,AZ,WEST
252,517,Cox,CABLE,50,5,-7,-7,AZ,WEST
253,525,Cox,CABLE,50,5,-7,-7,AZ,WEST
254,543,Cox,CABLE,100,10,-7,-7,AZ,WEST
255,562,Cox,CABLE,25,5,-7,-7,AZ,WEST
256,685,Cox,CABLE,25,5,-7,-7,AZ,WEST
257,702,Cox,CABLE,25,5,-7,-7,AZ,WEST
258,833,Qwest,DSL,1.5,0.896,-7,-7,AZ,WEST
259,1122,Cox,CABLE,25,5,-5,-4,AZ,WEST
260,1269,Cox,CABLE,25,5,-7,-7,AZ,WEST
261,1295,Qwest,DSL,40,20,-7,-7,AZ,WEST
262,1300,Cox,CABLE,50,5,-7,-7,AZ,WEST
263,5199,Cox,CABLE,50,5,-7,-7,AZ,WEST
264,5245,Comcast,CABLE,50,10,-7,-7,AZ,WEST
265,5281,Comcast,CABLE,50,10,-7,-7,AZ,WEST
267,5485,Cox,CABLE,100,10,-7,-7,AZ,WEST
268,5525,Cox,CABLE,50,5,-7,-7,AZ,WEST
269,5590,Cox,CABLE,5,1,-7,-7,AZ,WEST
270,5623,Qwest,DSL,5,0.896,-7,-7,AZ,WEST
271,5656,Cox,CABLE,50,10,-7,-7,AZ,WEST
273,5670,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
274,5720,Cox,CABLE,50,5,-7,-7,AZ,WEST
275,5737,Cox,CABLE,50,5,-7,-7,AZ,WEST
276,5836,Cox,CABLE,5,1,-7,-7,AZ,WEST
277,5851,Qwest,DSL,1.5,0.896,-7,-7,AZ,WEST
278,5930,Cox,CABLE,100,10,-7,-7,AZ,WEST
279,5938,Cox,CABLE,25,5,-7,-7,AZ,WEST
280,6031,Qwest,DSL,40,5,-7,-7,AZ,WEST
281,6052,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
282,6106,Qwest,DSL,7,0.896,-7,-7,AZ,WEST
283,6210,Cox,CABLE,100,10,-7,-7,AZ,WEST
284,6355,Cox,CABLE,100,10,-7,-7,AZ,WEST
285,6370,Cox,CABLE,25,5,-7,-7,AZ,WEST
286,6494,Cox,CABLE,25,5,-7,-7,AZ,WEST
287,6536,Cox,CABLE,5,1,-7,-7,AZ,WEST
288,6580,Cox,CABLE,50,5,-7,-7,AZ,WEST
289,6605,Cox,CABLE,25,5,-7,-7,AZ,WEST
290,6656,Cox,CABLE,100,20,-7,-7,AZ,WEST
291,6694,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
292,6722,Brighthouse,CABLE,10,1,-7,-7,AZ,WEST
293,6723,Cox,CABLE,100,10,-7,-7,AZ,WEST
294,6725,Cox,CABLE,50,5,-7,-7,AZ,WEST
295,6734,Cox,CABLE,100,10,-7,-7,AZ,WEST
296,6754,Cox,CABLE,25,5,-7,-7,AZ,WEST
297,6765,Cox,CABLE,100,10,-7,-7,AZ,WEST
298,6783,Cox,CABLE,25,5,-7,-7,AZ,WEST
299,6800,Comcast,CABLE,25,5,-7,-7,AZ,WEST
300,6816,Cox,CABLE,50,5,-7,-7,AZ,WEST
301,6876,Cox,CABLE,25,5,-7,-7,AZ,WEST
302,6904,Cox,CABLE,50,5,-7,-7,AZ,WEST
303,6996,Qwest,DSL,1.5,0.896,-7,-7,AZ,WEST
304,7086,Cox,CABLE,1,0.384,-7,-7,AZ,WEST
305,7090,Mediacom,CABLE,15,1,-7,-7,AZ,WEST
306,7102,Cox,CABLE,5,1,-7,-7,AZ,WEST
307,7158,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
308,7187,Cox,CABLE,100,10,-7,-7,AZ,WEST
309,7196,Cox,CABLE,100,10,-7,-7,AZ,WEST
310,7211,Cox,CABLE,5,1,-7,-7,AZ,WEST
311,7215,Cox,CABLE,50,5,-7,-7,AZ,WEST
312,7230,Charter,CABLE,60,4,-7,-7,AZ,WEST
313,7262,Cox,CABLE,25,5,-7,-7,AZ,WEST
314,7303,Cox,CABLE,25,5,-7,-7,AZ,WEST
315,7350,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
316,7372,Cox,CABLE,100,10,-7,-7,AZ,WEST
317,7373,Cox,CABLE,50,5,-7,-7,AZ,WEST
318,7490,Cox,CABLE,50,5,-7,-7,AZ,WEST
319,7492,Cox,CABLE,50,5,-8,-7,AZ,WEST
320,7497,Cox,CABLE,25,5,-7,-7,AZ,WEST
321,7529,Cox,CABLE,100,10,-7,-7,AZ,WEST
322,7621,Cox,CABLE,50,5,-6,-5,AZ,WEST
323,7674,Qwest,DSL,7,0.896,-7,-7,AZ,WEST
325,7749,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
326,7795,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
327,7796,Cox,CABLE,50,5,-7,-7,AZ,WEST
328,7797,Cox,CABLE,50,5,-7,-7,AZ,WEST
329,7805,Comcast,CABLE,50,10,-6,-5,AZ,WEST
330,7866,Cox,CABLE,50,5,-7,-7,AZ,WEST
332,7933,Cox,CABLE,5,1,-7,-7,AZ,WEST
333,7943,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
334,7995,Cox,CABLE,25,5,-7,-7,AZ,WEST
335,8078,CenturyLink,DSL,10,0.768,-7,-7,AZ,WEST
336,8134,Time Warner Cable,CABLE,15,1,-6,-5,AZ,WEST
337,8190,Cox,CABLE,50,5,-7,-7,AZ,WEST
339,8255,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
340,8291,Qwest,DSL,3,0.64,-7,-7,AZ,WEST
341,8293,Cox,CABLE,50,5,-7,-7,AZ,WEST
342,8302,Cox,CABLE,100,10,-7,-7,AZ,WEST
343,8356,Qwest,DSL,12,5,-7,-7,AZ,WEST
344,8368,Qwest,DSL,40,5,-7,-7,AZ,WEST
345,8430,Cox,CABLE,100,10,-7,-7,AZ,WEST
346,8465,Cox,CABLE,100,10,-7,-7,AZ,WEST
347,8471,Cox,CABLE,100,10,-7,-7,AZ,WEST
348,8475,Cox,CABLE,100,10,-7,-7,AZ,WEST
349,8530,Cox,CABLE,50,5,-6,-5,AZ,WEST
350,8625,Cox,CABLE,50,5,-7,-7,AZ,WEST
351,8648,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
354,8843,Cox,CABLE,50,5,-7,-7,AZ,WEST
355,8845,Cox,CABLE,25,5,-7,-7,AZ,WEST
356,8887,Cox,CABLE,5,1,-7,-7,AZ,WEST
357,8905,Cox,CABLE,25,5,-7,-7,AZ,WEST
358,9111,Qwest,DSL,40,5,-7,-7,AZ,WEST
359,9126,Cox,CABLE,100,10,-7,-7,AZ,WEST
360,9150,Qwest,DSL,1.5,0.896,-7,-7,AZ,WEST
361,9204,Comcast,CABLE,25,5,-6,-5,AZ,WEST
362,9240,Qwest,DSL,40,5,-7,-7,AZ,WEST
363,9327,Cox,CABLE,100,10,-7,-7,AZ,WEST
364,9367,Cox,CABLE,100,10,-7,-7,AZ,WEST
365,9423,Cox,CABLE,50,5,-7,-7,AZ,WEST
366,9442,Cox,CABLE,25,5,-7,-7,AZ,WEST
367,9538,Cox,CABLE,25,5,-7,-7,AZ,WEST
368,9540,Cox,CABLE,150,20,-7,-7,AZ,WEST
369,9554,Cox,CABLE,25,5,-7,-7,AZ,WEST
370,9579,Cox,CABLE,25,5,-7,-7,AZ,WEST
371,9661,Qwest,DSL,12,5,-7,-7,AZ,WEST
372,10027,Cox,CABLE,100,10,-7,-7,AZ,WEST
374,10798,Cox,CABLE,50,5,-7,-7,AZ,WEST
375,10847,Cox,CABLE,25,5,-7,-7,AZ,WEST
376,10941,Cox,CABLE,25,5,-7,-7,AZ,WEST
377,11051,Cox,CABLE,25,5,-7,-7,AZ,WEST
378,11161,Cox,CABLE,5,1,-7,-7,AZ,WEST
379,11244,Cox,CABLE,50,5,-7,-7,AZ,WEST
380,11304,Cox,CABLE,25,5,-7,-7,AZ,WEST
381,11385,Cox,CABLE,25,5,-7,-7,AZ,WEST
382,12022,Cox,CABLE,50,5,-7,-7,AZ,WEST
383,12239,Cox,CABLE,50,5,-6,-5,AZ,WEST
384,13085,Cox,CABLE,5,1,-7,-7,AZ,WEST
385,13093,Cox,CABLE,1,0.384,-7,-7,AZ,WEST
386,13107,Qwest,DSL,20,5,-7,-7,AZ,WEST
387,13147,Qwest,DSL,1.5,0.896,-7,-7,AZ,WEST
388,13302,Cox,CABLE,5,1,-6,-5,AZ,WEST
389,13313,Time Warner Cable,CABLE,50,5,-7,-7,AZ,WEST
390,13314,Cox,CABLE,25,5,-7,-7,AZ,WEST
391,13331,Cox,CABLE,50,5,-7,-7,AZ,WEST
392,13337,Cox,CABLE,25,5,-7,-7,AZ,WEST
393,13338,Cox,CABLE,50,5,-7,-7,AZ,WEST
394,13352,Cox,CABLE,25,5,-7,-7,AZ,WEST
395,13354,Cox,CABLE,50,5,-7,-7,AZ,WEST
396,13375,Cox,CABLE,25,5,-6,-5,AZ,WEST
397,13484,Cox,CABLE,25,5,-6,-5,AZ,WEST
398,13489,Cox,CABLE,50,5,-7,-7,AZ,WEST
399,13561,Cox,CABLE,5,1,-7,-7,AZ,WEST
400,13574,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
401,27159,Cox,CABLE,150,20,-7,-7,AZ,WEST
402,27196,Cox,CABLE,5,1,-7,-7,AZ,WEST
403,27198,Cox,CABLE,50,5,-7,-7,AZ,WEST
404,28137,Cox,CABLE,50,5,-7,-7,AZ,WEST
405,28138,Cox,CABLE,25,5,-7,-7,AZ,WEST
406,28140,Cox,CABLE,50,5,-7,-7,AZ,WEST
407,28141,Cox,CABLE,25,5,-7,-7,AZ,WEST
408,28146,Cox,CABLE,25,5,-7,-7,AZ,WEST
409,28147,Cox,CABLE,25,5,-6,-5,AZ,WEST
411,28154,Cox,CABLE,50,5,-7,-7,AZ,WEST
412,28155,Cox,CABLE,50,5,-7,-7,AZ,WEST
413,28156,Cox,CABLE,25,5,-7,-7,AZ,WEST
414,28158,Cox,CABLE,25,5,-7,-7,AZ,WEST
415,28164,Qwest,DSL,20,5,-7,-7,AZ,WEST
416,28165,Cox,CABLE,25,5,-7,-7,AZ,WEST
417,28166,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
418,28169,Cox,CABLE,50,5,-7,-7,AZ,WEST
419,28175,Qwest,DSL,40,5,-7,-7,AZ,WEST
421,28183,Cox,CABLE,25,5,-7,-7,AZ,WEST
422,28977,Cox,CABLE,50,5,-7,-7,AZ,WEST
424,28984,Cox,CABLE,25,5,-7,-7,AZ,WEST
425,29659,Qwest,DSL,20,0.896,-7,-6,AZ,WEST
426,29664,Cox,CABLE,5,1,-7,-6,AZ,WEST
427,29665,Cox,CABLE,25,5,-6,-5,AZ,WEST
428,29670,Cox,CABLE,25,5,-7,-6,AZ,WEST
429,29672,Qwest,DSL,20,5,-6,-5,AZ,WEST
430,29674,Comcast,CABLE,3,0.768,-7,-6,AZ,WEST
432,29698,Comcast,CABLE,25,5,-5,-4,AZ,WEST
433,32392,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,AZ,WEST
434,32449,Cox,CABLE,100,10,-5,-4,AZ,WEST
435,32505,Cox,CABLE,50,5,-7,-6,AZ,WEST
436,150222,Qwest,DSL,7,0.896,-7,-7,AZ,WEST
437,200308,Cox,CABLE,25,5,-7,-6,AZ,WEST
439,210444,Qwest,DSL,3,0.64,-7,-7,AZ,WEST
440,211526,Cox,CABLE,50,5,-7,-6,AZ,WEST
441,211528,Qwest,DSL,12,0.896,-7,-6,AZ,WEST
442,213570,Cox,CABLE,50,5,-7,-6,AZ,WEST
443,213572,Qwest,DSL,20,5,-7,-7,AZ,WEST
444,214018,Cox,CABLE,25,5,-7,-7,AZ,WEST
445,214032,Cox,CABLE,50,5,-7,-6,AZ,WEST
446,214034,Comcast,CABLE,50,10,-7,-6,AZ,WEST
447,214136,Cox,CABLE,150,20,-7,-7,AZ,WEST
448,215204,Cox,CABLE,50,5,-5,-4,AZ,WEST
449,215250,Cox,CABLE,50,5,-7,-6,AZ,WEST
450,215768,Qwest,DSL,3,0.64,-7,-6,AZ,WEST
451,216236,Qwest,DSL,40,5,-7,-7,AZ,WEST
452,216238,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
454,216778,Cox,CABLE,100,10,-7,-6,AZ,WEST
455,222085,Cox,CABLE,50,5,-7,-6,AZ,WEST
456,232914,Qwest,DSL,20,5,-7,-6,AZ,WEST
458,232968,Cox,CABLE,50,5,-7,-6,AZ,WEST
459,232988,Qwest,DSL,20,0.896,-7,-6,AZ,WEST
460,232998,Qwest,DSL,20,0.896,-7,-6,AZ,WEST
461,234142,Qwest,DSL,20,0.896,-6,-5,AZ,WEST
462,234144,Qwest,DSL,20,0.896,-7,-6,AZ,WEST
463,234242,Cox,CABLE,50,5,-7,-6,AZ,WEST
464,234276,Qwest,DSL,12,0.896,-7,-6,AZ,WEST
465,234812,Qwest,DSL,20,0.896,-7,-6,AZ,WEST
466,235304,Qwest,DSL,20,5,-7,-6,AZ,WEST
467,235322,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
468,248158,Cox,CABLE,50,5,-7,-6,AZ,WEST
469,251466,Qwest,DSL,12,0.896,-7,-6,AZ,WEST
470,256970,Cox,CABLE,100,10,-7,-6,AZ,WEST
471,510154,Cox,CABLE,50,5,-7,-6,AZ,WEST
472,589636,Cox,CABLE,25,5,-7,-6,AZ,WEST
473,599890,Cox,CABLE,50,5,-7,-7,AZ,WEST
474,599892,Qwest,DSL,1.5,0.896,-7,-6,AZ,WEST
475,614158,Cox,CABLE,100,10,-7,-7,AZ,WEST
476,614160,Qwest,DSL,12,0.896,-7,-7,AZ,WEST
477,614162,Cox,CABLE,100,10,-7,-7,AZ,WEST
478,614164,Qwest,DSL,20,0.896,-7,-7,AZ,WEST
479,614202,Cox,CABLE,100,10,-7,-7,AZ,WEST
480,614204,Cox,CABLE,100,10,-7,-7,AZ,WEST
481,614206,Cox,CABLE,100,10,-7,-7,AZ,WEST
482,615142,Hughes,SATELLITE,10,1,-7,-7,AZ,WEST
483,615262,Hughes,SATELLITE,10,1,-7,-7,AZ,WEST
485,636376,Cox,CABLE,50,5,-7,-7,AZ,WEST
486,637810,Comcast,CABLE,50,10,-7,-7,AZ,WEST
488,429,Verizon,FIBER,20,5,-8,-7,CA,WEST
489,431,Verizon,FIBER,15,5,-8,-7,CA,WEST
490,437,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
491,449,Verizon,FIBER,50,50,-8,-7,CA,WEST
492,482,AT&T,DSL,12,1.5,-8,-7,CA,WEST
493,488,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
494,506,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
495,509,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
496,516,AT&T,DSL,45,6,-8,-7,CA,WEST
497,528,AT&T,DSL,6,1,-8,-7,CA,WEST
498,548,Comcast,CABLE,50,10,-5,-4,CA,WEST
499,563,AT&T,DSL,3,1,-8,-7,CA,WEST
501,622,Verizon,FIBER,15,15,-8,-7,CA,WEST
502,643,Comcast,CABLE,5,1,-8,-7,CA,WEST
503,687,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
504,708,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
505,720,Verizon,FIBER,25,25,-8,-7,CA,WEST
506,762,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
507,778,Verizon,FIBER,35,35,-8,-7,CA,WEST
508,785,Verizon,FIBER,20,20,-8,-7,CA,WEST
509,790,AT&T,DSL,6,0.512,-8,-7,CA,WEST
510,791,Comcast,CABLE,105,10,-8,-7,CA,WEST
511,834,Verizon,FIBER,35,35,-8,-7,CA,WEST
512,835,Time Warner Cable,CABLE,30,5,-8,-7,CA,WEST
513,871,AT&T,DSL,0.768,0.384,-8,-7,CA,WEST
514,886,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
515,901,Verizon,FIBER,50,50,-8,-7,CA,WEST
516,939,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
517,969,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
518,1016,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
519,1025,Charter,CABLE,30,4,-8,-7,CA,WEST
520,1026,Verizon,FIBER,50,50,-8,-7,CA,WEST
521,1031,Verizon,FIBER,50,50,-8,-7,CA,WEST
522,1040,AT&T,DSL,6,1,-8,-7,CA,WEST
523,1041,Time Warner Cable,CABLE,10,1,-8,-7,CA,WEST
524,1077,Comcast,CABLE,105,10,-8,-7,CA,WEST
525,1078,AT&T,DSL,3,1,-8,-7,CA,WEST
526,1089,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
527,1095,Comcast,CABLE,25,5,-8,-7,CA,WEST
528,1102,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
529,1127,Charter,CABLE,100,5,-8,-7,CA,WEST
530,1167,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-8,-7,CA,WEST
531,1188,AT&T,DSL,18,1.5,-8,-7,CA,WEST
532,1193,AT&T,DSL,18,1.5,-8,-7,CA,WEST
533,1220,Verizon,FIBER,35,35,-8,-7,CA,WEST
534,1244,Comcast,CABLE,50,5,-8,-7,CA,WEST
536,1287,Verizon,FIBER,50,50,-8,-7,CA,WEST
537,1301,Cox,CABLE,25,5,-8,-7,CA,WEST
538,5223,AT&T,DSL,0.768,0.384,-8,-7,CA,WEST
539,5243,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
541,5323,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
542,5337,Comcast,CABLE,3,0.768,-8,-7,CA,WEST
544,5394,Verizon,FIBER,50,50,-8,-7,CA,WEST
545,5397,Cox,CABLE,25,5,-8,-7,CA,WEST
546,5404,AT&T,DSL,24,3,-8,-7,CA,WEST
547,5414,Comcast,CABLE,50,5,-8,-7,CA,WEST
549,5462,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
550,5552,Comcast,CABLE,50,5,-8,-7,CA,WEST
551,5568,Comcast,CABLE,50,5,-8,-7,CA,WEST
552,5616,AT&T,DSL,12,1,-8,-7,CA,WEST
553,5619,Time Warner Cable,CABLE,15,1,-6,-5,CA,WEST
555,5644,AT&T,DSL,12,1.5,-8,-7,CA,WEST
556,5663,AT&T,DSL,12,1.5,-8,-7,CA,WEST
557,5677,Comcast,CABLE,50,5,-8,-7,CA,WEST
559,5730,Cox,CABLE,25,5,-8,-7,CA,WEST
560,5744,AT&T,DSL,6,0.768,-8,-7,CA,WEST
561,5757,AT&T,DSL,12,1.5,-8,-7,CA,WEST
562,5765,AT&T,DSL,18,1.5,-8,-7,CA,WEST
563,5767,Cox,CABLE,5,1,-8,-7,CA,WEST
564,5787,Time Warner Cable,CABLE,20,2,-8,-7,CA,WEST
565,5789,Time Warner Cable,CABLE,15,2,-8,-7,CA,WEST
566,5819,AT&T,DSL,1.5,0.384,-8,-7,CA,WEST
567,5821,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
568,5830,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
570,6008,Cox,CABLE,50,10,-8,-7,CA,WEST
571,6012,Comcast,CABLE,105,10,-8,-7,CA,WEST
572,6047,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
573,6082,Comcast,CABLE,105,10,-8,-7,CA,WEST
574,6120,AT&T,DSL,24,3,-8,-7,CA,WEST
575,6125,Comcast,CABLE,25,5,-8,-7,CA,WEST
577,6140,Time Warner Cable,CABLE,3,1,-8,-7,CA,WEST
578,6147,Verizon,FIBER,50,50,-8,-7,CA,WEST
579,6150,Time Warner Cable,CABLE,15,2,-8,-7,CA,WEST
580,6152,Charter,CABLE,60,4,-8,-7,CA,WEST
581,6162,AT&T,DSL,12,1.5,-5,-4,CA,WEST
582,6169,Cox,CABLE,25,5,-8,-7,CA,WEST
583,6205,Time Warner Cable,CABLE,100,10,-8,-7,CA,WEST
584,6222,Cox,CABLE,50,5,-8,-7,CA,WEST
585,6291,Cox,CABLE,50,10,-8,-7,CA,WEST
586,6292,Time Warner Cable,CABLE,100,5,-8,-7,CA,WEST
587,6300,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-8,-7,CA,WEST
588,6304,Frontier,DSL,6,0.384,-8,-7,CA,WEST
589,6317,Comcast,CABLE,50,5,-8,-7,CA,WEST
590,6335,Time Warner Cable,CABLE,7,0.768,-8,-7,CA,WEST
591,6353,Cox,CABLE,25,5,-8,-7,CA,WEST
592,6364,Comcast,CABLE,50,5,-8,-7,CA,WEST
593,6435,AT&T,DSL,6,0.512,-8,-7,CA,WEST
594,6453,AT&T,DSL,6,0.768,-8,-7,CA,WEST
595,6468,Comcast,CABLE,105,10,-8,-7,CA,WEST
596,6472,Time Warner Cable,CABLE,50,5,-8,-7,CA,WEST
597,6497,Time Warner Cable,CABLE,15,1,-8,-7,CA,WEST
598,6533,Comcast,CABLE,50,5,-8,-7,CA,WEST
