,unit_id,isp,TECHNOLOGY,SK down,SK UP,timezone_offset,timezone_offset_dst,STATE,REGION
4899,10565,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-5,-4,PA,NORTHEAST
4900,10585,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4903,10968,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4904,11023,Comcast,CABLE,105,10,-5,-4,PA,NORTHEAST
4905,11184,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4907,11413,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4908,11522,Frontier,DSL,6,0.384,-5,-4,PA,NORTHEAST
4909,11523,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4910,11530,Verizon,FIBER,15,15,-5,-4,PA,NORTHEAST
4911,11671,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4912,11891,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4913,11895,Frontier,DSL,3,0.384,-5,-4,PA,NORTHEAST
4914,12018,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-5,-4,PA,NORTHEAST
4916,12403,Time Warner Cable,CABLE,15,1,-5,-4,PA,NORTHEAST
4917,12517,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4918,12530,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4919,12565,Time Warner Cable,CABLE,15,1,-5,-4,PA,NORTHEAST
4920,12692,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4921,12838,Time Warner Cable,CABLE,15,1,-5,-4,PA,NORTHEAST
4922,12853,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4923,12858,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-5,-4,PA,NORTHEAST
4925,13150,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4926,13427,Time Warner Cable,CABLE,15,1,-5,-4,PA,NORTHEAST
4927,14701,Verizon,FIBER,25,25,-5,-4,PA,NORTHEAST
4928,18313,Comcast,CABLE,105,20,-5,-4,PA,NORTHEAST
4929,26061,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4930,26342,Verizon,FIBER,15,15,-5,-4,PA,NORTHEAST
4931,26352,Verizon DSL,DSL,[7.1 - 15.0],[1.0],-5,-4,PA,NORTHEAST
4932,26353,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4933,26361,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4934,26362,Verizon,FIBER,75,75,-5,-4,PA,NORTHEAST
4935,26365,Verizon,FIBER,75,35,-5,-4,PA,NORTHEAST
4936,26368,Verizon,FIBER,15,15,-5,-4,PA,NORTHEAST
4937,26370,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-5,-4,PA,NORTHEAST
4938,26371,Verizon,FIBER,75,75,-5,-4,PA,NORTHEAST
4939,26372,Verizon,FIBER,35,35,-5,-4,PA,NORTHEAST
4940,26571,Verizon,FIBER,75,75,-5,-4,PA,NORTHEAST
4941,26577,Verizon,FIBER,75,35,-5,-4,PA,NORTHEAST
4942,26578,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4943,26580,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4944,26581,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4945,26583,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4946,26584,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4947,26585,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4948,26587,Verizon,FIBER,35,35,-5,-4,PA,NORTHEAST
4950,26595,Windstream,DSL,6,0.768,-5,-4,PA,NORTHEAST
4952,26710,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4953,26711,Verizon,FIBER,75,75,-5,-4,PA,NORTHEAST
4954,26845,Verizon,FIBER,15,15,-5,-4,PA,NORTHEAST
4955,26851,Frontier,DSL,1,0.384,-5,-4,PA,NORTHEAST
4956,26852,Frontier,DSL,3,0.384,-5,-4,PA,NORTHEAST
4957,26860,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-5,-4,PA,NORTHEAST
4958,26861,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4959,26862,Windstream,DSL,6,0.768,-5,-4,PA,NORTHEAST
4960,28054,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4961,28209,CenturyLink,DSL,10,0.768,-5,-4,PA,NORTHEAST
4962,28211,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4963,28244,Verizon,FIBER,75,75,-5,-4,PA,NORTHEAST
4964,28245,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
4965,28635,Windstream,DSL,6,0.768,-5,-4,PA,NORTHEAST
4966,28636,Windstream,DSL,3,0.768,-5,-4,PA,NORTHEAST
4967,28638,Comcast,CABLE,25,5,-5,-4,PA,NORTHEAST
4969,30666,Comcast,CABLE,105,10,-5,-4,PA,NORTHEAST
4970,157616,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4971,158448,Comcast,CABLE,25,5,-6,-5,PA,NORTHEAST
4972,207298,Verizon,FIBER,50,50,-5,-5,PA,NORTHEAST
4973,207616,Comcast,CABLE,25,5,-6,-5,PA,NORTHEAST
4974,211214,Verizon DSL,DSL,[7.1 - 15.0],[1.0],-5,-4,PA,NORTHEAST
4975,213338,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4976,213340,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-5,PA,NORTHEAST
4977,213342,Verizon DSL,DSL,[0.5 - 1.0],[0.384],-5,-4,PA,NORTHEAST
4978,214132,Verizon,FIBER,300,300,-5,-4,PA,NORTHEAST
4979,214394,CenturyLink,DSL,10,0.768,-5,-5,PA,NORTHEAST
4981,215276,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
4982,215328,Windstream,DSL,6,0.768,-5,-5,PA,NORTHEAST
4983,215662,CenturyLink,DSL,3,0.64,-5,-5,PA,NORTHEAST
4986,216002,Comcast,CABLE,105,10,-5,-5,PA,NORTHEAST
4987,216030,Windstream,DSL,3,0.768,-5,-5,PA,NORTHEAST
4989,216810,Comcast,CABLE,25,5,-5,-5,PA,NORTHEAST
4990,216822,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
4991,217222,Verizon,FIBER,15,5,-5,-5,PA,NORTHEAST
4992,222097,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-5,PA,NORTHEAST
4993,222099,Verizon,FIBER,75,75,-5,-5,PA,NORTHEAST
4994,232476,Windstream,DSL,6,0.768,-5,-5,PA,NORTHEAST
4995,234188,CenturyLink,DSL,10,0.768,-5,-4,PA,NORTHEAST
4996,243218,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-5,PA,NORTHEAST
4997,243220,Comcast,CABLE,25,5,-5,-5,PA,NORTHEAST
4998,244918,Windstream,DSL,12,0.768,-5,-5,PA,NORTHEAST
4999,256972,Comcast,CABLE,25,5,-5,-5,PA,NORTHEAST
5000,573250,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5001,599724,Cablevision,CABLE,50,25,-5,-4,PA,NORTHEAST
5002,599750,Verizon,FIBER,50,50,-5,-4,PA,NORTHEAST
5003,600878,Verizon,FIBER,15,5,-5,-4,PA,NORTHEAST
5004,605646,Windstream,DSL,3,0.768,-5,-4,PA,NORTHEAST
5005,605940,Comcast,CABLE,105,10,-5,-4,PA,NORTHEAST
5006,605942,Comcast,CABLE,105,10,-5,-4,PA,NORTHEAST
5008,605946,Comcast,CABLE,105,10,-5,-4,PA,NORTHEAST
5009,613990,Hughes,SATELLITE,5,1,-5,-4,PA,NORTHEAST
5010,613992,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-5,-4,PA,NORTHEAST
5011,615000,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5012,615022,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5013,615034,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5014,615042,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5015,615052,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5016,615092,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5017,615196,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5018,615388,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5019,615390,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5020,615392,CenturyLink,DSL,3,0.512,-5,-4,PA,NORTHEAST
5021,615394,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5022,615396,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5023,615398,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5024,615400,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5025,615402,Comcast,CABLE,3,0.768,-5,-4,PA,NORTHEAST
5026,619796,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5027,619798,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5029,621704,Windstream,DSL,12,0.768,-5,-4,PA,NORTHEAST
5031,634634,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-5,-4,PA,NORTHEAST
5032,608,Verizon,FIBER,25,25,-5,-4,RI,NORTHEAST
5033,5943,Verizon,FIBER,15,15,-5,-4,RI,NORTHEAST
5034,7097,Cox,CABLE,25,5,-5,-4,RI,NORTHEAST
5036,7547,Cox,CABLE,25,5,-6,-5,RI,NORTHEAST
5037,7564,Cox,CABLE,25,5,-6,-5,RI,NORTHEAST
5038,9131,Cox,CABLE,25,5,-6,-5,RI,NORTHEAST
5039,10226,Verizon,FIBER,25,25,-6,-5,RI,NORTHEAST
5040,10666,Verizon DSL,DSL,[3.1 - 7.0],[0.768],-6,-5,RI,NORTHEAST
5041,11600,Verizon DSL,DSL,[1.1 - 3.0],[0.384 - 0.768],-6,-5,RI,NORTHEAST
5043,13567,Cox,CABLE,25,5,-6,-5,RI,NORTHEAST
5044,14684,Verizon,FIBER,15,15,-6,-5,RI,NORTHEAST
5045,26655,Verizon,FIBER,25,25,-5,-4,RI,NORTHEAST
5047,209690,Time Warner Cable,CABLE,30,5,-5,-5,RI,NORTHEAST
5048,210348,Verizon,FIBER,35,35,-5,-4,RI,NORTHEAST
5049,615516,Cox,CABLE,5,1,-5,-4,RI,NORTHEAST
5051,551,Comcast,CABLE,50,10,-5,-4,SC,SOUTH
5052,723,AT&T,DSL,45,6,-5,-4,SC,SOUTH
5053,5304,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5054,5571,AT&T,DSL,3,0.384,-5,-4,SC,SOUTH
5055,5714,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5057,5740,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5058,6840,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5059,6854,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5060,7228,AT&T,DSL,3,0.384,-5,-4,SC,SOUTH
5061,7266,Time Warner Cable,CABLE,3,1,-5,-4,SC,SOUTH
5062,7449,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5063,7573,AT&T,DSL,6,0.512,-5,-4,SC,SOUTH
5064,7711,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5065,7912,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5066,8117,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5067,8285,Charter,CABLE,15,3,-5,-4,SC,SOUTH
5068,8616,Comcast,CABLE,50,10,-5,-4,SC,SOUTH
5069,8640,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5070,8646,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5071,8689,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5072,8815,Brighthouse,CABLE,30,2,-5,-4,SC,SOUTH
5073,9110,Comcast,CABLE,50,10,-5,-4,SC,SOUTH
5074,9667,AT&T,DSL,1.5,0.256,-5,-4,SC,SOUTH
5075,9984,Windstream,DSL,12,0.768,-5,-4,SC,SOUTH
5076,10050,AT&T,DSL,6,0.512,-5,-4,SC,SOUTH
5077,10260,Windstream,DSL,3,0.768,-5,-4,SC,SOUTH
5078,10316,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5079,10335,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5080,10702,Charter,CABLE,15,3,-5,-4,SC,SOUTH
5081,10733,Charter,CABLE,15,3,-5,-4,SC,SOUTH
5082,11029,Charter,CABLE,30,4,-5,-4,SC,SOUTH
5083,11086,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5084,11096,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5086,11194,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5087,11202,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5088,11216,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5089,11222,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5090,11277,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5091,11554,AT&T,DSL,18,1.5,-5,-4,SC,SOUTH
5093,11690,Charter,CABLE,30,4,-5,-4,SC,SOUTH
5094,12048,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5095,12139,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5096,12166,Charter,CABLE,15,3,-5,-4,SC,SOUTH
5097,12186,CenturyLink,DSL,10,0.768,-5,-4,SC,SOUTH
5098,12387,Charter,CABLE,15,3,-5,-4,SC,SOUTH
5099,12468,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5100,12833,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5101,13175,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5102,13689,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5103,14717,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5104,26428,Time Warner Cable,CABLE,15,1,-5,-4,SC,SOUTH
5105,26631,AT&T,DSL,18,1.5,-5,-4,SC,SOUTH
5106,28660,Charter,CABLE,30,4,-5,-4,SC,SOUTH
5107,28898,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5108,32437,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5109,32574,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,SC,SOUTH
5110,176884,Time Warner Cable,CABLE,50,5,-5,-4,SC,SOUTH
5111,211230,Time Warner Cable,CABLE,50,5,-5,-4,SC,SOUTH
5112,213378,Windstream,DSL,12,0.768,-5,-5,SC,SOUTH
5114,214430,AT&T,DSL,3,0.512,-5,-5,SC,SOUTH
5115,215338,Windstream,DSL,24,0.768,-5,-5,SC,SOUTH
5116,216580,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5117,216688,Windstream,DSL,10,0.768,-6,-5,SC,SOUTH
5118,217194,Time Warner Cable,CABLE,20,2,-5,-4,SC,SOUTH
5119,232354,Windstream,DSL,12,0.768,-5,-4,SC,SOUTH
5120,444644,Charter,CABLE,100,5,-5,-4,SC,SOUTH
5121,599784,AT&T,DSL,24,3,-5,-4,SC,SOUTH
5122,606892,Charter,CABLE,60,4,-5,-4,SC,SOUTH
5123,614024,Hughes,SATELLITE,10,1,-5,-4,SC,SOUTH
5124,614026,Hughes,SATELLITE,10,1,-5,-4,SC,SOUTH
5125,614028,Hughes,SATELLITE,10,1,-5,-4,SC,SOUTH
5126,614032,Hughes,SATELLITE,10,1,-5,-4,SC,SOUTH
5128,615416,Windstream,DSL,12,0.768,-5,-4,SC,SOUTH
5130,615420,AT&T,DSL,45,6,-5,-4,SC,SOUTH
5131,6759,Qwest,DSL,12,0.896,-6,-5,SD,MIDWEST
5132,12893,Qwest,DSL,1.5,0.896,-7,-6,SD,MIDWEST
5133,623966,Qwest,DSL,3,0.64,-7,-6,SD,MIDWEST
5135,997,Comcast,CABLE,25,5,-5,-4,TN,SOUTH
5137,1172,AT&T,DSL,1.5,0.384,-6,-5,TN,SOUTH
5139,1251,AT&T,DSL,0.768,0.384,-6,-5,TN,SOUTH
5140,5507,Comcast,CABLE,25,5,-6,-5,TN,SOUTH
5141,5530,Comcast,CABLE,25,5,-5,-4,TN,SOUTH
5142,5596,AT&T,DSL,6,0.512,-6,-5,TN,SOUTH
5143,5638,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5144,5842,AT&T,DSL,18,1.5,-6,-5,TN,SOUTH
5145,6026,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5146,6088,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5149,6489,AT&T,DSL,6,0.512,-6,-5,TN,SOUTH
5150,6615,Comcast,CABLE,25,5,-5,-4,TN,SOUTH
5151,6843,Comcast,CABLE,25,5,-5,-4,TN,SOUTH
5152,7053,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5153,7101,Comcast,CABLE,25,5,-6,-5,TN,SOUTH
5154,7168,Charter,CABLE,30,4,-5,-4,TN,SOUTH
5155,7240,Comcast,CABLE,50,10,-5,-4,TN,SOUTH
5156,7290,Charter,CABLE,30,4,-5,-4,TN,SOUTH
5157,7355,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5158,7676,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5159,8335,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5160,8591,Comcast,CABLE,50,10,-5,-4,TN,SOUTH
5161,8612,Time Warner Cable,CABLE,15,1,-5,-4,TN,SOUTH
5162,8838,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5164,9214,Charter,CABLE,30,4,-5,-4,TN,SOUTH
5165,9365,Charter,CABLE,30,4,-5,-4,TN,SOUTH
5166,9438,AT&T,DSL,18,1.5,-5,-4,TN,SOUTH
5167,9474,Comcast,CABLE,50,10,-5,-4,TN,SOUTH
5168,9593,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5169,9712,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5170,10629,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5171,10855,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5172,10932,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5173,11048,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5174,11065,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5175,11171,Charter,CABLE,15,3,-6,-5,TN,SOUTH
5176,11211,Comcast,CABLE,50,10,-5,-4,TN,SOUTH
5177,11285,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5178,11369,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5179,11397,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5181,11464,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5182,11618,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5183,11735,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5184,12049,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5185,12065,Charter,CABLE,15,3,-6,-5,TN,SOUTH
5186,12074,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5187,12089,Charter,CABLE,15,3,-6,-5,TN,SOUTH
5188,12165,Charter,CABLE,15,3,-6,-5,TN,SOUTH
5190,13247,Comcast,CABLE,25,5,-6,-5,TN,SOUTH
5191,13396,CenturyLink,DSL,1.5,0.256,-6,-5,TN,SOUTH
5193,26462,Frontier,DSL,3,0.384,-6,-5,TN,SOUTH
5194,26641,AT&T,DSL,12,1.5,-6,-5,TN,SOUTH
5197,32417,Wildblue/ViaSat,SATELLITE,12,3,-5,-4,TN,SOUTH
5198,87314,Comcast,CABLE,25,5,-6,-5,TN,SOUTH
5199,207310,Charter,CABLE,30,4,-5,-5,TN,SOUTH
5200,214470,Comcast,CABLE,50,10,-5,-5,TN,SOUTH
5201,215706,Comcast,CABLE,25,5,-5,-5,TN,SOUTH
5202,215720,AT&T,DSL,6,1,-6,-5,TN,SOUTH
5204,216746,Charter,CABLE,100,5,-6,-5,TN,SOUTH
5205,232454,Comcast,CABLE,25,5,-5,-4,TN,SOUTH
5206,241865,Charter,CABLE,30,4,-5,-5,TN,SOUTH
5207,241881,AT&T,DSL,18,1.5,-6,-5,TN,SOUTH
5209,605664,Charter,CABLE,30,4,-6,-5,TN,SOUTH
5210,614992,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5211,615068,Comcast,CABLE,3,1,-5,-4,TN,SOUTH
5212,615072,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5213,615104,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5214,615112,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5215,615476,Comcast,CABLE,3,0.768,-6,-5,TN,SOUTH
5216,619820,Hughes,SATELLITE,10,1,-5,-4,TN,SOUTH
5217,621644,Comcast,CABLE,50,10,-6,-5,TN,SOUTH
5218,373,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5219,457,AT&T,DSL,6,1,-6,-5,TX,SOUTH
5222,572,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5223,573,Time Warner Cable,CABLE,10,2,-6,-5,TX,SOUTH
5224,636,Verizon,FIBER,35,35,-6,-5,TX,SOUTH
5225,688,AT&T,DSL,1.5,0.256,-6,-5,TX,SOUTH
5226,773,Time Warner Cable,CABLE,15,1,-7,-6,TX,SOUTH
5227,862,Comcast,CABLE,50,10,-6,-5,TX,SOUTH
5228,882,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5229,922,Charter,CABLE,15,3,-6,-5,TX,SOUTH
5230,941,Verizon,FIBER,35,35,-6,-5,TX,SOUTH
5232,1278,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5233,1290,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5234,5216,Verizon,FIBER,35,35,-6,-5,TX,SOUTH
5235,5267,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5236,5301,Time Warner Cable,CABLE,20,2,-6,-5,TX,SOUTH
5237,5327,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5238,5335,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5239,5359,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5240,5370,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5242,5641,Time Warner Cable,CABLE,100,10,-6,-5,TX,SOUTH
5243,5655,AT&T,DSL,6,1,-6,-5,TX,SOUTH
5244,5679,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5245,5726,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5246,5748,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5247,5816,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5248,5866,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5250,5935,Comcast,CABLE,50,5,-6,-5,TX,SOUTH
5251,5953,Comcast,CABLE,50,5,-6,-5,TX,SOUTH
5252,5965,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5253,6024,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5254,6129,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5255,6216,Verizon,FIBER,25,25,-6,-5,TX,SOUTH
5256,6278,Time Warner Cable,CABLE,20,2,-6,-5,TX,SOUTH
5258,6420,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5259,6440,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5260,6441,AT&T,DSL,3,0.384,-6,-5,TX,SOUTH
5261,6486,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5262,6576,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5263,6634,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5264,6640,Comcast,CABLE,105,10,-6,-5,TX,SOUTH
5265,6650,Time Warner Cable,CABLE,2,1,-6,-5,TX,SOUTH
5266,6751,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5267,6788,Comcast,CABLE,50,5,-6,-5,TX,SOUTH
5269,6880,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5272,7035,Time Warner Cable,CABLE,20,2,-6,-5,TX,SOUTH
5273,7055,AT&T,DSL,6,0.512,-6,-5,TX,SOUTH
5274,7078,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5275,7115,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5277,7179,AT&T,DSL,6,1,-7,-6,TX,SOUTH
5278,7398,Comcast,CABLE,105,10,-6,-5,TX,SOUTH
5279,7437,Time Warner Cable,CABLE,100,10,-6,-5,TX,SOUTH
5280,7528,Verizon,FIBER,35,35,-6,-5,TX,SOUTH
5281,7576,Time Warner Cable,CABLE,20,2,-7,-6,TX,SOUTH
5283,7628,Verizon,FIBER,50,50,-6,-5,TX,SOUTH
5285,7657,Comcast,CABLE,105,10,-8,-7,TX,SOUTH
5286,7681,Time Warner Cable,CABLE,50,5,-6,-5,TX,SOUTH
5287,7755,Charter,CABLE,60,4,-6,-5,TX,SOUTH
5288,7868,AT&T,DSL,45,6,-6,-5,TX,SOUTH
5289,7948,CenturyLink,DSL,10,0.768,-6,-5,TX,SOUTH
5290,8062,AT&T,DSL,6,1,-6,-5,TX,SOUTH
5291,8089,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5292,8105,Verizon,FIBER,75,75,-6,-5,TX,SOUTH
5293,8143,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5294,8208,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5295,8329,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5296,8332,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5297,8342,Cox,CABLE,50,10,-8,-7,TX,SOUTH
5298,8363,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5301,8624,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5303,8770,Verizon,FIBER,15,15,-6,-5,TX,SOUTH
5304,8920,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5305,8971,Time Warner Cable,CABLE,20,2,-6,-5,TX,SOUTH
5307,9046,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5308,9193,AT&T,DSL,6,0.512,-6,-5,TX,SOUTH
5310,9273,Verizon,FIBER,15,15,-6,-5,TX,SOUTH
5311,9290,AT&T,DSL,18,1.5,-6,-5,TX,SOUTH
5312,9346,Comcast,CABLE,50,5,-6,-5,TX,SOUTH
5313,9389,Time Warner Cable,CABLE,20,2,-6,-5,TX,SOUTH
5315,9598,AT&T,DSL,12,1.5,-6,-5,TX,SOUTH
5316,9599,Time Warner Cable,CABLE,3,1,-6,-5,TX,SOUTH
5318,9713,Time Warner Cable,CABLE,15,1,-7,-6,TX,SOUTH
5319,9759,AT&T,DSL,3,0.384,-6,-5,TX,SOUTH
5320,9898,AT&T,DSL,24,3,-6,-5,TX,SOUTH
5321,9937,Time Warner Cable,CABLE,15,1,-6,-5,TX,SOUTH
5322,9969,Comcast,CABLE,6,1,-6,-5,TX,SOUTH
5323,10005,Windstream,DSL,20,0.768,-6,-5,TX,SOUTH
