,Provider,State,Weight,Technology,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
1331,Mediacom Illinois LLC,Illinois,2802.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1332,Mediacom Illinois LLC,Illinois,1837.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1333,Mediacom Illinois LLC,Illinois,2802.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1334,Mediacom Illinois LLC,Illinois,1837.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1335,Mediacom Illinois LLC,Illinois,2802.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1336,Mediacom Illinois LLC,Illinois,1837.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1337,Mediacom Illinois LLC,Illinois,2802.0,Cable,150.0,20.0,2000,79.95,0.0,15.0,94.95,0.0,No
1338,Mediacom Iowa LLC,Iowa,1161.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1339,Mediacom Iowa LLC,Iowa,1174.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1340,Mediacom Iowa LLC,Iowa,2144.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1341,Mediacom Iowa LLC,Iowa,1161.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1342,Mediacom Iowa LLC,Iowa,1174.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1343,Mediacom Iowa LLC,Iowa,2144.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1344,Mediacom Iowa LLC,Iowa,1161.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1345,Mediacom Iowa LLC,Iowa,1174.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1346,Mediacom Iowa LLC,Iowa,2144.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1347,Mediacom Iowa LLC,Iowa,1161.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1348,Mediacom Iowa LLC,Iowa,1174.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1349,Mediacom Iowa LLC,Iowa,2144.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1350,Mediacom Iowa LLC,Iowa,1161.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1351,Mediacom Iowa LLC,Iowa,1174.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1352,Mediacom Iowa LLC,Iowa,2144.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1353,Mediacom Minnesota LLC,Minnesota,2398.0,Cable,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1354,Mediacom Minnesota LLC,Minnesota,2398.0,Cable,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
1355,Mediacom Minnesota LLC,Minnesota,2398.0,Cable,50.0,5.0,350,59.95,0.0,15.0,74.95,0.0,No
1356,Mediacom Minnesota LLC,Minnesota,2398.0,Cable,100.0,10.0,999,79.95,0.0,15.0,94.95,0.0,No
1357,Mediacom Minnesota LLC,Minnesota,2398.0,Cable,150.0,20.0,2000,99.99,0.0,15.0,114.99,0.0,No
1358,"Mega Broadband, Inc",Massachusetts,1039.5,Fixed wireless,0.75,0.25,Unlimited,19.95,0.0,0.0,19.95,0.0,No
1359,"Mega Broadband, Inc",Massachusetts,1039.5,Fixed wireless,1.0,0.75,Unlimited,24.95,0.0,0.0,24.95,0.0,No
1360,"Mega Broadband, Inc",Massachusetts,1039.5,Fixed wireless,1.5,0.75,Unlimited,34.95,0.0,0.0,34.95,0.0,No
1361,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,1.0,0.25,Unlimited,29.95,0.0,2.0,31.95,0.0,No
1362,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,2.0,0.5,Unlimited,39.95,0.0,2.0,41.95,0.0,Yes
1363,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,3.0,0.75,Unlimited,49.95,0.0,2.0,51.95,0.0,Yes
1364,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,5.0,1.0,Unlimited,69.95,0.0,2.0,71.95,0.0,Yes
1365,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,7.0,1.0,Unlimited,79.95,0.0,2.0,81.95,0.0,Yes
1366,"MetaLINK Technologies, Inc.",Ohio,301.2,Fixed wireless,10.0,1.0,Unlimited,99.95,0.0,2.0,101.95,0.0,Yes
1367,"MetroCast Communications of Connecticut, LLC",Connecticut,888.0,Cable,4.0,0.375,100,39.95,0.0,0.0,39.95,0.0,Yes
1368,"MetroCast Communications of Connecticut, LLC",Connecticut,888.0,Cable,15.0,1.0,250,50.95,0.0,0.0,50.95,0.0,Yes
1369,"MetroCast Communications of Connecticut, LLC",Connecticut,888.0,Cable,50.0,5.0,350,69.95,0.0,0.0,69.95,0.0,No
1370,Miles Wireless,Utah,416.0,Fixed wireless,1.5,0.5,Unlimited,25.0,0.0,0.0,25.0,0.0,No
1371,Miles Wireless,Utah,416.0,Fixed wireless,3.0,1.0,Unlimited,30.0,0.0,0.0,30.0,0.0,Yes
1372,Miles Wireless,Utah,416.0,Fixed wireless,5.0,1.5,Unlimited,35.0,0.0,0.0,35.0,0.0,Yes
1373,Miles Wireless,Utah,416.0,Fixed wireless,7.0,2.0,Unlimited,40.0,0.0,0.0,40.0,0.0,Yes
1374,Miles Wireless,Utah,416.0,Fixed wireless,10.0,2.5,Unlimited,46.0,0.0,0.0,46.0,0.0,Yes
1375,Miles Wireless,Utah,416.0,Fixed wireless,15.0,3.0,Unlimited,52.0,0.0,0.0,52.0,0.0,Yes
1376,"Moose Lake, Village Of/dba, Moose-Tec",Minnesota,599.5,Fixed wireless,2.0,2.0,Unlimited,89.95,0.0,0.0,89.95,0.0,Yes
1377,"MTCO Communications, Inc.",Illinois,265.0,DSL,1.0,0.25,Unlimited,21.95,0.0,0.97,22.92,0.0,No
1378,"MTCO Communications, Inc.",Illinois,862.5,DSL,1.0,0.25,Unlimited,21.95,0.0,0.97,22.92,0.0,No
1379,"MTCO Communications, Inc.",Illinois,265.0,DSL,4.0,1.0,Unlimited,29.95,0.0,0.97,30.92,0.0,Yes
1380,"MTCO Communications, Inc.",Illinois,862.5,DSL,4.0,1.0,Unlimited,29.95,0.0,0.97,30.92,0.0,Yes
1381,"MTCO Communications, Inc.",Illinois,265.0,DSL,5.0,2.0,Unlimited,39.95,0.0,0.97,40.92,0.0,Yes
1382,"MTCO Communications, Inc.",Illinois,862.5,DSL,5.0,2.0,Unlimited,39.95,0.0,0.97,40.92,0.0,Yes
1383,"MTCO Communications, Inc.",Illinois,265.0,DSL,8.0,1.0,Unlimited,49.95,0.0,0.97,50.92,0.0,Yes
1384,"MTCO Communications, Inc.",Illinois,862.5,DSL,8.0,1.0,Unlimited,49.95,0.0,0.97,50.92,0.0,Yes
1385,Netwurx,Wisconsin,1374.5,Fixed wireless,6.0,2.0,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1386,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,0.75,0.375,Unlimited,35.99,0.0,0.0,35.99,4.0,No
1387,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,0.75,0.375,Unlimited,35.99,0.0,0.0,35.99,4.0,No
1388,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,1.5,0.75,Unlimited,61.49,0.0,0.0,61.49,45.0,No
1389,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,1.5,0.75,Unlimited,61.49,0.0,0.0,61.49,45.0,No
1390,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,3.0,0.75,Unlimited,62.99,0.0,0.0,62.99,42.0,Yes
1391,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,3.0,0.75,Unlimited,62.99,0.0,0.0,62.99,42.0,Yes
1392,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,7.0,1.0,Unlimited,71.49,0.0,0.0,71.49,45.0,Yes
1393,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,7.0,1.0,Unlimited,71.49,0.0,0.0,71.49,45.0,Yes
1394,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,10.0,1.0,Unlimited,74.99,0.0,0.0,74.99,46.0,Yes
1395,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,10.0,1.0,Unlimited,74.99,0.0,0.0,74.99,46.0,Yes
1396,Northern New England Telephone Operations LLC,New Hampshire,679.0,DSL,15.0,1.0,Unlimited,80.99,0.0,0.0,80.99,50.0,Yes
1397,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,15.0,1.0,Unlimited,80.99,0.0,0.0,80.99,50.0,Yes
1398,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,20.0,1.5,Unlimited,79.99,0.0,0.0,79.99,42.0,Yes
1399,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,20.0,1.5,Unlimited,79.99,0.0,0.0,79.99,42.0,Yes
1400,Northern New England Telephone Operations LLC,New Hampshire,873.5,DSL,25.0,2.0,Unlimited,84.49,0.0,0.0,84.49,43.0,Yes
1401,Northern New England Telephone Operations LLC,New Hampshire,2037.0,DSL,25.0,2.0,Unlimited,84.49,0.0,0.0,84.49,43.0,Yes
1402,Northern New England Telephone Operations LLC,New Hampshire,2037.0,FTTH,5.0,2.0,Unlimited,46.49,0.0,0.0,46.49,13.0,Yes
1403,Northern New England Telephone Operations LLC,New Hampshire,679.0,FTTH,15.0,2.0,Unlimited,57.49,0.0,0.0,57.49,15.0,Yes
1404,Northern New England Telephone Operations LLC,New Hampshire,679.0,FTTH,15.0,15.0,Unlimited,64.99,0.0,0.0,64.99,20.0,Yes
1405,Northern New England Telephone Operations LLC,New Hampshire,2037.0,FTTH,30.0,15.0,Unlimited,88.49,0.0,0.0,88.49,47.0,Yes
1406,Orlando Telephone Company,Florida,1058.0,Cable,10.0,3.0,Unlimited,38.99,0.0,0.0,38.99,0.0,Yes
1407,Orlando Telephone Company,Florida,1058.0,Cable,15.0,4.0,Unlimited,44.98,0.0,0.0,44.98,0.0,Yes
1408,Orlando Telephone Company,Florida,1058.0,Cable,25.0,5.0,Unlimited,53.98,0.0,0.0,53.98,0.0,Yes
1409,Otelco Telephone,Alabama,1301.5,Cable,1.0,1.0,Unlimited,48.95,0.0,0.0,48.95,0.0,No
1410,Otelco Telephone,Alabama,1301.5,Cable,4.0,1.0,Unlimited,65.95,0.0,0.0,65.95,0.0,Yes
1411,Otelco Telephone,Alabama,1301.5,Cable,8.0,1.0,Unlimited,82.95,0.0,0.0,82.95,0.0,Yes
1412,Otelco Telephone,Alabama,1301.5,Cable,12.0,1.0,Unlimited,100.95,0.0,0.0,100.95,0.0,Yes
1413,Otelco Telephone,Alabama,1301.5,Cable,25.0,5.0,Unlimited,122.95,0.0,0.0,122.95,0.0,Yes
1414,Otelco Telephone,Alabama,1301.5,DSL,1.0,1.0,Unlimited,48.95,4.21,0.0,53.16,0.0,No
1415,Otelco Telephone,Alabama,1301.5,DSL,4.0,1.0,Unlimited,65.95,4.21,0.0,70.16,0.0,Yes
1416,Otelco Telephone,Alabama,1301.5,DSL,8.0,1.0,Unlimited,82.95,4.21,0.0,87.16,0.0,Yes
1417,Otelco Telephone,Alabama,1301.5,DSL,12.0,1.0,Unlimited,100.95,4.21,0.0,105.16,0.0,Yes
1418,Otelco Telephone,Alabama,1301.5,DSL,25.0,2.0,Unlimited,122.95,4.21,0.0,127.16,0.0,Yes
1419,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1022.0,Cable,1.5,0.25,1000,18.0,0.0,0.0,18.0,0.0,No
1420,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1033.0,Cable,1.5,0.25,1000,18.0,0.0,0.0,18.0,0.0,No
1421,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1022.0,Cable,3.0,0.25,1000,34.95,0.0,0.0,34.95,0.0,Yes
1422,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1033.0,Cable,3.0,0.25,1000,34.95,0.0,0.0,34.95,0.0,Yes
1423,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,340.666666667,Cable,20.0,0.75,1000,41.95,0.0,0.0,41.95,0.0,Yes
1424,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,344.333333333,Cable,20.0,0.75,1000,41.95,0.0,0.0,41.95,0.0,Yes
1425,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,340.666666667,Cable,20.0,1.5,1000,46.95,0.0,0.0,46.95,0.0,Yes
1426,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,344.333333333,Cable,20.0,1.5,1000,46.95,0.0,0.0,46.95,0.0,Yes
1427,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,340.666666667,Cable,20.0,3.0,1000,51.95,0.0,0.0,51.95,0.0,Yes
1428,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,344.333333333,Cable,20.0,3.0,1000,51.95,0.0,0.0,51.95,0.0,Yes
1429,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,511.0,Cable,25.0,1.5,1000,89.95,0.0,0.0,89.95,0.0,Yes
1430,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,516.5,Cable,25.0,1.5,1000,89.95,0.0,0.0,89.95,0.0,Yes
1431,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,511.0,Cable,25.0,3.0,1000,99.95,0.0,0.0,99.95,0.0,Yes
1432,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,516.5,Cable,25.0,3.0,1000,99.95,0.0,0.0,99.95,0.0,Yes
1433,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1022.0,Cable,50.0,3.0,1000,135.95,0.0,0.0,135.95,0.0,No
1434,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1033.0,Cable,50.0,3.0,1000,135.95,0.0,0.0,135.95,0.0,No
1435,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1022.0,Cable,80.0,3.0,1000,157.95,0.0,0.0,157.95,0.0,No
1436,Puerto Rico Cable Acquisition Company Inc.,Puerto Rico,1033.0,Cable,80.0,3.0,1000,157.95,0.0,0.0,157.95,0.0,No
1437,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1438,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1439,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1440,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1441,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1442,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1443,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1444,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1445,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1446,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1447,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1448,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1449,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1450,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1451,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1452,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1453,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1454,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1455,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1456,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1457,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1458,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1459,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1460,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1461,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1462,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1463,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1464,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1465,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1466,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1467,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1468,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1469,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1470,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1471,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1472,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1473,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,10.0,1.0,Unlimited,99.99,0.0,0.0,99.99,0.0,Yes
1474,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1475,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1476,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1477,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1478,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1479,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1480,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1481,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1482,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1483,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1484,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1485,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1486,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1487,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1488,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1489,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1490,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1491,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1492,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1493,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1494,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1495,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1496,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1497,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1498,"Puerto Rico Telephone Company, Inc.",Puerto Rico,623.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1499,"Puerto Rico Telephone Company, Inc.",Puerto Rico,684.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1500,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1033.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1501,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1191.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1502,"Puerto Rico Telephone Company, Inc.",Puerto Rico,1580.0,DSL,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1503,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,1.0,0.5,Unlimited,19.99,0.0,0.0,19.99,0.0,No
1504,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,2.0,0.5,Unlimited,24.95,0.0,0.0,24.95,0.0,Yes
1505,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,3.0,0.5,Unlimited,35.99,0.0,0.0,35.99,0.0,Yes
1506,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,4.0,0.5,Unlimited,39.95,0.0,0.0,39.95,0.0,Yes
1507,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,5.0,0.5,Unlimited,59.95,0.0,0.0,59.95,0.0,Yes
1508,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,8.0,1.0,Unlimited,95.0,0.0,0.0,95.0,0.0,Yes
1509,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,10.0,1.0,Unlimited,99.0,0.0,0.0,99.0,0.0,Yes
1510,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,16.0,1.0,Unlimited,119.0,0.0,0.0,119.0,0.0,Yes
1511,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,20.0,3.0,Unlimited,129.0,0.0,0.0,129.0,0.0,Yes
1512,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,30.0,3.0,Unlimited,139.0,0.0,0.0,139.0,0.0,Yes
1513,"Puerto Rico Telephone Company, Inc.",Puerto Rico,511.0,FTTH,50.0,4.0,Unlimited,149.0,0.0,0.0,149.0,0.0,No
1514,"Ranch Wireless, Inc.",Texas,690.0,Fixed wireless,5.0,1.0,30,29.95,0.0,0.0,29.95,0.0,Yes
1515,"Ranch Wireless, Inc.",Texas,690.0,Fixed wireless,8.0,2.0,60,49.95,0.0,0.0,49.95,0.0,Yes
1516,"Ranch Wireless, Inc.",Texas,230.0,Fixed wireless,10.0,4.0,100,69.95,0.0,0.0,69.95,0.0,Yes
1517,"Ranch Wireless, Inc.",Texas,230.0,Fixed wireless,10.0,6.0,150,89.95,0.0,0.0,89.95,0.0,Yes
1518,"Ranch Wireless, Inc.",Texas,230.0,Fixed wireless,10.0,6.0,300,119.95,0.0,0.0,119.95,0.0,Yes
1519,RCN Telecom Services (Lehigh) LLC,Pennsylvania,459.0,Cable,25.0,2.0,Unlimited,98.0,0.0,0.0,98.0,0.0,Yes
1520,RCN Telecom Services (Lehigh) LLC,Pennsylvania,1696.0,Cable,25.0,2.0,Unlimited,98.0,0.0,0.0,98.0,0.0,Yes
1521,RCN Telecom Services (Lehigh) LLC,Pennsylvania,2231.0,Cable,25.0,2.0,Unlimited,98.0,0.0,0.0,98.0,0.0,Yes
