"","unit_id","isp","technology","advertised.down","advertised.up","tz.offset","tz.offset.dst","state","region","medianUp","medianDown","medianLatency","medianJitterUp","medianJitterDown","medianLossUp","medianLossDown","medianLoss"
"3182",27378,"Time Warner Cable","CABLE",15,1,-5,-4,"KY","SOUTH",132040.5,2007927.5,40310.5,2023.5,613,1,1,0
"3183",27381,"Time Warner Cable","CABLE",15,1,-6,-5,"KY","SOUTH",132192,2011536.5,31412,2052,323,1,1,0
"3184",27385,"Time Warner Cable","CABLE",20,2,-5,-4,"OH","MIDWEST",278879,2739080.5,27703,2911,319,1,1,0
"3185",27390,"Frontier","DSL",6,0.768,-5,-4,"OH","MIDWEST",87552,829127,34407,743,387,1,1,0
"3186",27391,"Windstream","DSL",12,0.768,-5,-4,"OH","MIDWEST",86400,1562578.5,20437,2658,298,1,1,0
"3187",27392,"Windstream","DSL",12,0.768,-5,-4,"OH","MIDWEST",78198,1547113.5,17996,1226,780,1,1,0
"3188",27398,"Time Warner Cable","CABLE",20,2,-5,-4,"OH","MIDWEST",279827.5,2818438,24714,1002,184,1,1,0
"3189",27400,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",80980.5,79891,46956,519,936,1,1,0
"3190",27403,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",86572,119915.5,73427,520,21822,0.998,1,0
"3191",27405,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",82032,338193,41553,552,3130,1,1,0
"3192",27407,"Frontier","DSL",1,0.384,-5,-4,"OH","MIDWEST",50688,114527,39520,841,680,1,1,0
"3193",27411,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",79199,344587,32693,471,521,1,1,0
"3194",27414,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",80512.5,347804,45147.5,491,454,1,1,0
"3195",27416,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",89612,351213,64302,482,11424,0.998,1,0
"3196",27418,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",75628,347319,44731,441,528.5,1,1,0
"3197",27420,"Frontier","DSL",6,0.768,-5,-4,"OH","MIDWEST",88440,827708,27397,469,463,1,1,0
"3198",27421,"Frontier","DSL",1.5,0.384,-5,-4,"OH","MIDWEST",48225.5,181150,62246,759.5,6870,0.998,1,0.41510891204879
"3199",27423,"Frontier","DSL",6,0.768,-5,-4,"OH","MIDWEST",89149.5,790590.5,40554.5,475,2629,0.998,1,0.0568666890878046
"3200",27433,"Frontier","DSL",6,0.768,-6,-5,"IN","MIDWEST",76960,449432.5,39357.5,394,493,1,1,0.0535905680600214
"3201",27434,"Frontier","DSL",6,0.768,-5,-4,"MI","MIDWEST",118511.5,701526.5,37487,377.5,493.5,1,1,0
"3202",27437,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2904847,19333,1985.5,311,1,1,0
"3203",27443,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",703074,7060957,23871,1299,236,1,1,0
"3204",27444,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",1701119,5832531,21873,2992,257,1,1,0
"3205",27447,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239183,2867568,18017,1798,273,1,1,0
"3206",27452,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237181,2855737,17229.5,1854.5,237,1,1,0.0533902829684997
"3207",27456,"CenturyLink","DSL",20,0.896,-6,-5,"IA","MIDWEST",102381.5,2299616,38244,595,272,1,1,0
"3208",27463,"Frontier","DSL",12,1,-6,-5,"IA","MIDWEST",119405.5,1273833,31007,458.5,329,1,1,0
"3209",27466,"Frontier","DSL",3,0.384,-6,-5,"IA","MIDWEST",46815.5,238767,58536,996,14824.5,1,1,0
"3210",27467,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",248497,2383015,23068.5,2796,379,1,1,0
"3211",27471,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",715509,7152299,26036,3218,259,1,1,0.101755285140001
"3212",27475,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239787,2382519,42953.5,5609,1997,1,1,0
"3213",27476,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2574857,29787.5,2747,310,1,1,0
"3214",27486,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",243841.5,2383035,34794,4105,280,1,1,0
"3215",27488,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",256464,2757753.5,22098,2839,460,1,1,0
"3216",27490,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2864916.5,23385,1383,167,1,1,0
"3217",27492,"Mediacom","CABLE",3,0.512,-6,-5,"IA","MIDWEST",130524,594449.5,32662,5231,347,1,1,0
"3218",27493,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",712413,7152345.5,30055,3570.5,268.5,1,1,0
"3219",27494,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",234575,2792185.5,18683,1589,503.5,1,1,0
"3220",27496,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239497,2896132,17925,1867,407,1,1,0
"3221",27500,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2819839.5,17951,1638,395,1,1,0
"3222",27509,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",713542.5,7041641.5,20545,1475,271,1,1,0
"3223",27510,"CenturyLink","DSL",7,0.896,-6,-5,"IA","MIDWEST",90792,720572,53172,809,3995,1,1,0.0507872147249391
"3224",27511,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237181,2771661.5,19828,2007,690,1,1,0
"3225",27515,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239788,2824881,33573,1915,341,1,1,0
"3226",27518,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",235494,2867793.5,14412.5,1443,718,1,1,0
"3227",27520,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",704553.5,7033099,14610,1167,324,1,1,0
"3228",27521,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2906616.5,17104,2583.5,438.5,1,1,0
"3229",27524,"CenturyLink","DSL",8,0.768,-6,-5,"IA","MIDWEST",94953,758004,46721.5,489.5,364,1,1,0
"3230",27525,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",707428,7060777.5,12647,1983,380,1,1,0
"3231",27527,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",247279,2917601,12202.5,1374,180.5,1,1,0
"3232",27528,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239788,2930073.5,13943,1622.5,293,1,1,0
"3233",27531,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237486,2767403,12922,1615,234,1,1,0
"3234",27536,"Frontier","DSL",3,0.768,-6,-5,"WI","MIDWEST",45120,182470.5,44901,664,456,1,1,0
"3235",27537,"CenturyLink","DSL",1.5,0.256,-6,-5,"WI","MIDWEST",34790,185615,31945.5,885,565,1,1,0
"3236",27541,"Frontier","DSL",6,0.768,-6,-5,"WI","MIDWEST",89135,800586.5,43689,566,964,1,1,0
"3237",27542,"Frontier","DSL",6,0.768,-6,-5,"WI","MIDWEST",91078,809371,40057,483,323,0.998,1,0
"3238",27548,"Frontier","DSL",3,0.768,-6,-5,"WI","MIDWEST",89428,350945.5,50397,647,1030,1,1,0
"3239",27550,"CenturyLink","DSL",10,0.768,-6,-5,"WI","MIDWEST",88847,1205564,42091,732,315,1,1,0
"3240",27551,"Frontier","DSL",1,0.384,-6,-5,"WI","MIDWEST",45384,89999,46195,649,1160,1,1,0
"3241",27553,"Frontier","DSL",1.5,0.384,-6,-5,"WI","MIDWEST",57252.5,152303.5,248877,814,75106.5,0.998,1,0
"3242",27554,"Frontier","DSL",3,0.768,-6,-5,"WI","MIDWEST",89592.5,349603,32443,449,700,1,1,0.0542299349240781
"3243",27555,"Frontier","DSL",3,0.768,-6,-5,"WI","MIDWEST",53950,186127.5,40048,924,8156,0.998,0.994,0.628930817610063
"3244",27556,"Frontier","DSL",1,0.192,-6,-5,"WI","MIDWEST",26016,94956,100267,1011,10696,1,1,0.0522739153162572
"3245",27559,"Frontier","DSL",3,0.384,-6,-5,"MN","MIDWEST",44064,218009,22477,931,651,1,0.998,0.802840993604046
"3246",27561,"Frontier","DSL",6,0.384,-6,-5,"MN","MIDWEST",45189,732238,49454,1094,772,1,1,0
"3247",27568,"Frontier","DSL",6,0.768,-6,-5,"MN","MIDWEST",96768,734204,23364,463,2890,1,1,0.152827305145186
"3248",27575,"Comcast","CABLE",25,5,-6,-5,"IL","MIDWEST",734808,3686523.5,13148.5,2792,402.5,1,1,0
"3249",27577,"AT&T","DSL",12,1.5,-6,-5,"IL","MIDWEST",234758,1899178,26488,705,658,1,1,0
"3250",27579,"AT&T","DSL",6,0.768,-6,-5,"IL","MIDWEST",84997,897948,22770,816,754,1,1,0
"3251",27580,"AT&T","DSL",6,0.768,-6,-5,"IL","MIDWEST",84370,932788,10039,619,289.5,1,1,0
"3252",27583,"AT&T","DSL",3,0.384,-6,-5,"IL","MIDWEST",28454,342773.5,43011,739.5,354,1,1,0
"3253",27589,"Frontier","DSL",3,0.768,-6,-5,"IL","MIDWEST",89279.5,347901,28887,416,828.5,1,1,0.0512295081967213
"3254",27598,"Mediacom","CABLE",15,1,-6,-5,"IL","MIDWEST",242394,2559351,25489,5112.5,395.5,1,1,0
"3255",27605,"Frontier","DSL",12,1,-6,-5,"IL","MIDWEST",121251,1474333,17755,393.5,322,0.998,1,0
"3256",27606,"Frontier","DSL",3,0.384,-6,-5,"IL","MIDWEST",65088,279453,39936,548,6408,1,1,0
"3257",27615,"Frontier","DSL",3,0.768,-6,-5,"IL","MIDWEST",82775,225932,190677,639,74795,1,1,0
"3258",27617,"Frontier","DSL",1,0.384,-6,-5,"IL","MIDWEST",45072,187485,34409,654,393,1,1,0
"3259",27620,"Frontier","DSL",1,0.384,-6,-5,"IL","MIDWEST",28685,42623,63848.5,985,3995,0.998,1,0
"3260",27631,"Verizon","FIBER",75,75,-6,-5,"TX","SOUTH",11130958.5,10431171.5,7087,1255,1289,1,1,0.0565770908075912
"3261",27633,"AT&T","DSL",24,3,-6,-5,"TX","SOUTH",578618,3255663.5,39618.5,395,393.5,1,1,0
"3262",27636,"Verizon","FIBER",15,5,-6,-5,"TX","SOUTH",668831.5,1906546,9424,1357,1273.5,1,1,6.29391100702576
"3263",27637,"Windstream","DSL",1.5,0.384,-6,-5,"TX","SOUTH",79093.5,131471,64973,1413,1070,1,1,0.0509943906170321
"3264",27641,"Verizon","FIBER",75,75,-6,-5,"TX","SOUTH",6900319,10428316,9870.5,1467,1598.5,1,1,0
"3265",27655,"Comcast","CABLE",50,10,-6,-5,"IN","MIDWEST",1477804,7437403,22773,2297,422,1,1,0
"3266",27659,"AT&T","DSL",12,1,-5,-4,"MI","MIDWEST",116612,1371019,28779,681,416,1,1,0
"3267",27661,"Mediacom","CABLE",150,10,-6,-5,"IA","MIDWEST",1304958.5,19208407.5,19293.5,1894.5,349,1,1,0
"3268",27662,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238987.5,2896524.5,23566,1291,317,1,1,0
"3269",27665,"Mediacom","CABLE",100,10,-6,-5,"IA","MIDWEST",710887.5,7061324,29121,1600,221,1,1,0
"3270",27666,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",708938,7043294,24521,1643.5,352,1,1,0
"3271",27669,"Mediacom","CABLE",100,10,-6,-5,"IA","MIDWEST",1300166.5,12799081.5,32791.5,1768,306,1,1,0
"3272",27670,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",234572,2914219.5,13781,1301,414,1,1,0
"3273",27671,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",234575,2911186,13096,1539,470,1,1,0
"3274",27673,"Mediacom","CABLE",150,10,-6,-5,"IA","MIDWEST",2705195,8765211,20098,1740,506.5,1,1,0
"3275",27675,"Time Warner Cable","CABLE",20,2,-6,-5,"WI","MIDWEST",279648,2675472,14138.5,2585,397,1,1,0
"3276",27677,"Frontier","DSL",6,0.768,-6,-5,"MN","MIDWEST",44405,738040,19346.5,1129,230.5,0.994,0.996,0.36231884057971
"3277",27678,"Comcast","CABLE",50,10,-6,-5,"IL","MIDWEST",1485738.5,7303095,12944,2477,716,1,1,0
"3278",27681,"Frontier","DSL",6,0.768,-6,-5,"IL","MIDWEST",118560,733323.5,12563,366,329,1,1,0
"3279",27682,"AT&T","DSL",1.5,0.256,-6,-5,"MO","MIDWEST",38352,156719,21582,722,380,1,1,0
"3280",27685,"CenturyLink","DSL",7,0.896,-6,-5,"NE","MIDWEST",96774.5,709963,45636,736,574,1,1,0
"3281",27686,"Cox","CABLE",100,10,-6,-5,"LA","SOUTH",1307536,12845170,18464,1509,255,1,1,0
"3282",27690,"Cox","CABLE",50,5,-6,-5,"OK","SOUTH",642906.5,6608786.5,23592.5,3023.5,358.5,1,1,0
"3283",27691,"Cox","CABLE",50,10,-6,-5,"OK","SOUTH",1306452,6533356.5,12969,1282.5,192,1,1,0
"3284",27697,"Time Warner Cable","CABLE",100,5,-6,-5,"TX","SOUTH",700537.5,10452023.5,16830,2261,422,1,1,0
"3285",27698,"AT&T","DSL",12,1,-6,-5,"TX","SOUTH",131701.5,1421338,30492,687,571,1,1,0
"3286",27700,"Comcast","CABLE",105,10,-6,-5,"TX","SOUTH",1482304,15245609,14629.5,1353,194.5,1,1,0
"3287",27702,"AT&T","DSL",18,1.5,-6,-5,"TX","SOUTH",232834,2843124,32573,762,739,1,1,0
"3288",27703,"Wildblue/ViaSat","SATELLITE",12,3,-5,-4,"KY","SOUTH",668510,2389507.5,729313,59908.5,8391.5,1,1,0
"3289",27706,"Frontier","DSL",3,0.384,-6,-5,"MN","MIDWEST",44496,388280,27918.5,786,430,1,1,0
"3290",27708,"Verizon","FIBER",75,75,-6,-5,"TX","SOUTH",7373468.5,10392201.5,6916,1254,1273,1,1,0.0508646998982706
"3291",27709,"Windstream","DSL",3,0.768,-6,-5,"TX","SOUTH",79640,327565,31241,808,652,1,1,0.583554376657825
"3292",27732,"Time Warner Cable","CABLE",15,1,-5,-4,"OH","MIDWEST",132884.5,1965527.5,36840.5,2743.5,354,1,1,0
"3293",27734,"AT&T","DSL",18,1.5,-5,-4,"OH","MIDWEST",235733,2851855,28194,356,262,1,1,0
"3294",27738,"AT&T","DSL",6,1,-6,-5,"IL","MIDWEST",237181,949492,20052,367,253,1,1,0
"3295",27739,"AT&T","DSL",12,1,-6,-5,"IL","MIDWEST",116251,1894244,27078,658,549,1,1,0
"3296",27742,"Time Warner Cable","CABLE",20,2,-5,-4,"KY","SOUTH",285485,2816778,34620,1769,380,1,1,0
"3297",27743,"Time Warner Cable","CABLE",15,1,-5,-4,"OH","MIDWEST",130451.5,2008305.5,26103,3255.5,311,1,1,0
"3298",27744,"Frontier","DSL",0.768,0.128,-5,-4,"OH","MIDWEST",16531,84383,56496.5,1626,1292.5,1,1,0.0515729757607014
"3299",27747,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",263765.5,2382785,29668,2890.5,288,1,1,0
"3300",27751,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",712853,1957817,20562,1369,226,1,1,0
"3301",27752,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237181,2916423.5,11451,1185,189,1,1,0
"3302",27754,"Frontier","DSL",1,0.384,-6,-5,"IL","MIDWEST",45000,116447,31325,579,716,1,1,0
"3303",27755,"Frontier","DSL",6,0.384,-6,-5,"NE","MIDWEST",45158,656705.5,29375,620,221,1,1,0
"3304",27764,"Time Warner Cable","CABLE",30,5,-5,-4,"KY","SOUTH",702148.5,4227623,33512,2145,858.5,1,1,0
"3305",27765,"Mediacom","CABLE",15,1,-6,-5,"KY","SOUTH",246396.5,2711599.5,43408,2671,433,1,1,0.056657223796034
"3306",27769,"Windstream","DSL",1.5,0.384,-5,-4,"OH","MIDWEST",41832,160070,41164,1054,779,1,1,0.0557724484104852
"3307",27771,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",88991,339933,30398,462,516,0.998,1,0
"3308",27775,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",75455,278835.5,49711,452,1035.5,1,1,0
"3309",27778,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",78344.5,335617,72661,655.5,13814.5,0.998,1,0.0721299160452517
"3310",27779,"Time Warner Cable","CABLE",30,5,-5,-4,"OH","MIDWEST",703229.5,4228926,33587.5,1939.5,283.5,1,1,0
"3311",27780,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",90047.5,347613,33688.5,466,499,0.998,1,0
"3312",27782,"Time Warner Cable","CABLE",20,2,-5,-4,"OH","MIDWEST",239448.5,2781075.5,25979,3245,180,1,1,0.0515729757607014
"3313",27784,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",85823,247318,35701,717,861,1,1,0
"3314",27786,"AT&T","DSL",3,0.512,-5,-4,"OH","MIDWEST",62457,412872,30058,897,822,1,1,0
"3315",27787,"Cox","CABLE",25,5,-5,-4,"OH","MIDWEST",380533,2536774,15349,1235,153,1,1,0
"3316",27790,"Frontier","DSL",3,0.384,-5,-4,"OH","MIDWEST",85535,334401,44232,380,4326,1,1,0
"3317",27791,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",88504,346750,39005,484,1440.5,0.998,1,0
"3318",27795,"Frontier","DSL",1,0.384,-5,-4,"OH","MIDWEST",44976,117119,35913.5,624,751.5,1,1,0
"3319",27797,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",68544,335873.5,49467,512,772,0.998,1,0
"3320",27798,"Frontier","DSL",1,0.384,-5,-4,"OH","MIDWEST",42336,161783,69876.5,1437,1298,0.998,1,0
"3321",27799,"Frontier","DSL",1,0.384,-5,-4,"OH","MIDWEST",48864,115571,46428,695.5,723,0.998,1,0
"3322",27800,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",89107,336142.5,92388,568,14138,0.998,1,0.0537345513164965
"3323",27802,"Frontier","DSL",3,0.768,-5,-4,"OH","MIDWEST",97321.5,353854,44824.5,913,376,1,1,0
"3324",27804,"Frontier","DSL",6,0.768,-5,-4,"OH","MIDWEST",89337,807838,41138,465,412,0.998,1,0
"3325",27806,"Frontier","DSL",6,0.768,-5,-4,"OH","MIDWEST",91060.5,769215.5,36785,490,537,1,1,0
"3326",27807,"CenturyLink","DSL",10,0.768,-6,-5,"IN","MIDWEST",96629.5,604730,19726,640,400,1,1,0
"3327",27810,"Comcast","CABLE",3,0.768,-5,-4,"IN","MIDWEST",120241,445401,24486,2818,358,1,1,0
"3328",27812,"Time Warner Cable","CABLE",15,1,-6,-5,"IN","MIDWEST",132411,2013118,33645.5,1386,335.5,1,1,0
"3329",27815,"Charter","CABLE",60,4,-5,-4,"MI","MIDWEST",530902,7909346,22354.5,3542.5,324,1,1,0
"3330",27816,"Charter","CABLE",60,4,-5,-4,"MI","MIDWEST",530259,5648783,19615,1878,164,1,1,0
"3331",27817,"Frontier","DSL",6,0.768,-5,-4,"MI","MIDWEST",118302.5,733800,34769,439,481,1,1,0
"3332",27824,"Windstream","DSL",12,0.768,-6,-5,"IA","MIDWEST",86300,1583335,39700.5,2615,299,1,1,0
"3333",27825,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",241992,2721806,19746.5,2906,391,1,1,0
"3334",27827,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",240362,2809537.5,19156.5,1281.5,393,1,1,0
"3335",27828,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",242317.5,2912485.5,16450,1474,256,1,1,0
"3336",27829,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239262,2906259,15789,1385,383,1,1,0
"3337",27831,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",207524,2909585.5,17481,1380,415,1,1,0
"3338",27836,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237471,2907152,16046,1426,424,1,1,0
"3339",27837,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238034.5,2814250.5,16563,1287,645,1,1,0
"3340",27841,"Mediacom","CABLE",20,2,-6,-5,"IA","MIDWEST",238918,2908358.5,16460,1496,250,1,1,0
"3341",27844,"Mediacom","CABLE",50,5,-6,-5,"IA","MIDWEST",328475.5,7145259,29738,2770,251,1,1,0
"3342",27845,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",247606,2611472.5,37059,5301.5,314,1,1,0
"3343",27849,"CenturyLink","DSL",1.5,0.896,-6,-5,"IA","MIDWEST",100780,153234,61483.5,683,789,1,1,0
"3344",27850,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",252043.5,2738318.5,25163,2302,606,1,1,0
"3345",27854,"Frontier","DSL",3,0.384,-6,-5,"IA","MIDWEST",50820,412436,28950,697,313,1,1,0
"3346",27856,"Frontier","DSL",3,0.384,-6,-5,"IA","MIDWEST",43554,285877,30729,722,429,1,1,0
"3347",27858,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",266064,1822910,35783,4392,249,1,1,0
"3348",27859,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",238919,2620872.5,39346.5,7064,349,1,1,0
"3349",27863,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239492,2882883,23016.5,1221,408,1,1,0
"3350",27866,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",248828,2913673.5,19971.5,1299,111,1,1,0
"3351",27869,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",239206,2826528,17532,1347,443,1,1,0
"3352",27870,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237833,2918602,17801,1593,215,1,1,0
"3353",27882,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",241307,2764619.5,35875,2661,352,1,1,0
"3354",27886,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",237394,1173424,14002.5,2323,208,1,1,0
"3355",27889,"CenturyLink","DSL",12,0.896,-6,-5,"IA","MIDWEST",93506,1475221.5,25869,730,343,1,1,0
"3356",27894,"CenturyLink","DSL",20,0.896,-6,-5,"IA","MIDWEST",101836,2624365,27779.5,630,272,1,1,0
"3357",27897,"Frontier","DSL",1,0.384,-6,-5,"WI","MIDWEST",46732.5,116447,51828,686,2080,0.998,1,0
"3358",27906,"Frontier","DSL",12,0.384,-6,-5,"WI","MIDWEST",70656,1364988.5,42272,516,331,1,1,0
"3359",27911,"Frontier","DSL",6,0.384,-6,-5,"MN","MIDWEST",115596.5,732425,43147,648,791,1,1,0
"3360",27912,"Frontier","DSL",3,0.384,-6,-5,"MN","MIDWEST",59520,90887.5,24504,623,677,1,0.994,0.837988826815642
"3361",27913,"Frontier","DSL",6,0.384,-6,-5,"MN","MIDWEST",65856,662474.5,20118,523,365,1,0.998,0.322234249762694
"3362",27914,"Windstream","DSL",12,0.768,-6,-5,"MN","MIDWEST",88703,1525840.5,35903,2684,583,1,1,0
"3363",27915,"Windstream","DSL",6,0.768,-6,-5,"MN","MIDWEST",81280,767581.5,56534.5,852,975,1,1,0
"3364",27916,"Frontier","DSL",6,0.384,-6,-5,"MN","MIDWEST",44743,715025,19337,724,192,1,1,0
"3365",27917,"Frontier","DSL",6,0.384,-6,-5,"MN","MIDWEST",45081,657749.5,21473,644.5,381,0.996,1,1.71555063641395
"3366",27918,"Frontier","DSL",6,0.768,-6,-5,"MN","MIDWEST",103207.5,708562.5,17055,382,233,1,0.99,1.02041055385646
"3367",27919,"Frontier","DSL",6,0.768,-6,-5,"MN","MIDWEST",120061,1006122,19481,592,215,1,0.986,1.24661576208807
"3368",27932,"Comcast","CABLE",25,5,-6,-5,"IL","MIDWEST",740559,3721818,14722.5,2968.5,365.5,1,1,2.12071778140294
"3369",27934,"Frontier","DSL",3,0.768,-6,-5,"IL","MIDWEST",81432,339922,29643,415,1034,1,1,0
"3370",27935,"Frontier","DSL",6,0.768,-6,-5,"IL","MIDWEST",84327.5,624048.5,30672.5,396,418,0.998,1,0
"3371",27940,"Comcast","CABLE",25,5,-6,-5,"IL","MIDWEST",742297,3724299.5,14395,811,147,1,1,0
"3372",27941,"Frontier","DSL",1,0.192,-6,-5,"IL","MIDWEST",19008,119625,158347.5,1263,53106.5,1,1,0
"3373",27947,"Frontier","DSL",1,0.192,-6,-5,"IL","MIDWEST",18288,139219,35918.5,1322,7336.5,1,1,0.0647878266884711
"3374",27950,"Frontier","DSL",1.5,0.384,-6,-5,"IL","MIDWEST",46367,178672,40289,681,1081,0.998,1,0
"3375",27952,"AT&T","DSL",18,1.5,-6,-5,"MO","MIDWEST",234903,2802631.5,30876,816,803,1,1,0
"3376",27954,"Windstream","DSL",12,0.768,-6,-5,"MO","MIDWEST",79055.5,1549048.5,61842,917,730,1,1,0
"3377",27955,"Charter","CABLE",60,4,-6,-5,"MO","MIDWEST",525065.5,7878470.5,36638,1639,387,1,1,0
"3378",27961,"Cox","CABLE",5,1,-6,-5,"KS","MIDWEST",135403.5,674755,29703,1852,592,1,1,0
"3379",27964,"CenturyLink","DSL",40,5,-6,-5,"NE","MIDWEST",620118.5,4962242,20391,770,110,1,1,0
"3380",27966,"Windstream","DSL",1.5,0.384,-6,-5,"NE","MIDWEST",38016,159647,38837,1054.5,489,1,1,0
"3381",27967,"Windstream","DSL",1.5,0.384,-6,-5,"NE","MIDWEST",46972.5,156957,38540.5,694,466,1,1,0
"3382",27969,"AT&T","DSL",45,6,-6,-5,"AR","SOUTH",397790.5,1811903,121945,38280.5,251,0.998,1,1.78213329703734
"3383",27975,"Cox","CABLE",50,10,-6,-5,"OK","SOUTH",1308406,7882315.5,19913,1279,236.5,1,1,0
"3384",27977,"Verizon","FIBER",35,35,-6,-5,"TX","SOUTH",4667500.5,5342167,9953,1469,1511,1,1,0.0533475631447883
"3385",27978,"Verizon","FIBER",75,75,-6,-5,"TX","SOUTH",10702117.5,10373213,9732,1469,1507,1,1,0.0509424350483953
"3386",27986,"Time Warner Cable","CABLE",15,1,-6,-5,"TX","SOUTH",129596.5,2011376,11332.5,2554.5,311,1,1,0
"3387",27989,"CenturyLink","DSL",25,2,-6,-5,"TX","SOUTH",239151.5,3064424.5,49400,712,431,1,1,0
"3388",27994,"Time Warner Cable","CABLE",20,2,-6,-5,"TX","SOUTH",258531.5,2577880.5,21127,3468,228,1,1,0
"3389",28035,"Time Warner Cable","CABLE",20,2,-5,-4,"NC","SOUTH",276584,2682513.5,24275,5084,878,1,1,0
"3390",28043,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",532352,8005892,24705,2818.5,791,1,1,0
"3391",28047,"Comcast","CABLE",25,5,-6,-5,"WI","MIDWEST",744323,3723546.5,15742,2505,886,1,1,0
"3392",28053,"Verizon","FIBER",15,15,-5,-4,"VA","SOUTH",1764299,3041550.5,14772,5530,1033,1,1,0
"3393",28054,"Comcast","CABLE",25,5,-5,-4,"PA","NORTHEAST",741040.5,3717567.5,28915.5,2490,1005,1,1,0
"3394",28063,"AT&T","DSL",18,1.5,-5,-4,"KY","SOUTH",236467.5,2840269,46517,902,826,1,1,0
"3395",28065,"Time Warner Cable","CABLE",50,5,-5,-4,"KY","SOUTH",698149,3187548,37244,1711,3513,1,1,0
"3396",28067,"Time Warner Cable","CABLE",20,2,-5,-4,"KY","SOUTH",279760,2753384.5,29411.5,1718,391.5,1,1,0
"3397",28079,"Time Warner Cable","CABLE",30,5,-5,-4,"KY","SOUTH",702241.5,4229289,31657.5,1472.5,273,1,1,0
