"","unit_id","isp","technology","advertised.down","advertised.up","tz.offset","tz.offset.dst","state","region","medianUp","medianDown","medianLatency","medianJitterUp","medianJitterDown","medianLossUp","medianLossDown","medianLoss"
"1",360,"Comcast","CABLE",25,5,-5,-4,"VA","SOUTH",732224.5,3527453.5,20465,1673,1000,1,1,0
"2",362,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",649862.5,2321683,10360,2454,997,1,1,0
"3",365,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",661692.5,2321650,10337,1559,873,1,1,0
"4",373,"Time Warner Cable","CABLE",50,5,-6,-5,"TX","SOUTH",265593,2595014,35159.5,4367,902.5,1,1,0.05005005005005
"5",380,"Charter","CABLE",100,5,-6,-5,"MO","MIDWEST",665244.5,12405134,23364,2651,801,1,1,0
"6",390,"Verizon","FIBER",50,50,-5,-4,"KY","SOUTH",4871291.5,7226515,19110,1703,1095,1,1,0
"7",405,"AT&T","DSL",3,0.384,-6,-5,"IL","MIDWEST",51631,315570.5,22795,1423,857,1,1,0
"8",409,"CenturyLink","DSL",1.5,0.256,-6,-5,"MO","MIDWEST",38206.5,183046,70115,1709,1279,1,1,0
"9",414,"Comcast","CABLE",50,10,-8,-7,"WA","WEST",1489427,7350463,29299.5,2009,776,1,1,0
"10",418,"AT&T","DSL",3,0.512,-6,-5,"OK","SOUTH",59272.5,465024.5,30753.5,1962,1254,1,1,0
"11",419,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",654214,2321406,15787,3137,946,1,1,0
"12",422,"Comcast","CABLE",25,5,-8,-7,"WA","WEST",741464,3670151,29105,1744,760,1,1,0
"13",426,"Time Warner Cable","CABLE",15,1,-8,-7,"WA","WEST",129542,1854882,32405,3023,1127,1,1,0.384000039321604
"14",429,"Verizon","FIBER",20,5,-8,-7,"CA","WEST",667352,3802260.5,8635,1539,1054,1,1,0
"15",431,"Verizon","FIBER",15,5,-8,-7,"CA","WEST",683060,1904601,7425,1230.5,811,1,1,0
"16",434,"Verizon","FIBER",15,5,-5,-4,"MD","SOUTH",579379,2385655,11015,1861,1811,1,1,0
"17",435,"Verizon","FIBER",50,50,-5,-4,"MD","SOUTH",4818374,7245073.5,12825.5,1828,1885,1,1,0
"18",437,"Time Warner Cable","CABLE",20,2,-8,-7,"CA","WEST",266674,2682147,17796,2817,788,1,1,0
"19",447,"Verizon","FIBER",35,35,-5,-4,"PA","NORTHEAST",4662375.5,5337518.5,14535,1421,1739,1,1,0
"20",449,"Verizon","FIBER",50,50,-8,-7,"CA","WEST",4773710.5,7226471,11524,2973,1110,1,1,0
"21",454,"Time Warner Cable","CABLE",15,1,-5,-4,"KY","SOUTH",134643,2011440,30330.5,2733,912,1,1,0
"22",456,"Windstream","DSL",12,0.768,-5,-4,"KY","SOUTH",82877.5,1454996.5,41162,2506,938,1,1,0.050125313283208
"23",457,"AT&T","DSL",6,1,-6,-5,"TX","SOUTH",649614.5,1529066,29820,4235,1291,1,1,0.302481335090031
"24",458,"Cox","CABLE",50,5,-6,-5,"NJ","NORTHEAST",652287,6691267.5,21569,2517,885,1,1,0
"25",464,"AT&T","DSL",3,0.384,-5,-4,"OH","MIDWEST",52221,315399,36771,1481,870,1,1,0.0563380281690141
"26",471,"Comcast","CABLE",25,5,-7,-7,"AZ","WEST",739291,3721526.5,10186,1778,779,1,1,0
"27",475,"Comcast","CABLE",3,0.768,-6,-5,"IL","MIDWEST",112887,444822,11065,2457,843,1,1,0
"28",476,"CenturyLink","DSL",0.512,0.256,-6,-5,"AR","SOUTH",28665,58492,77769.5,2159,1309,1,1,0
"29",477,"Verizon","FIBER",35,35,-5,-4,"NJ","NORTHEAST",3275550,5324266,10379,4219,772,1,1,0
"30",482,"AT&T","DSL",12,1.5,-8,-7,"CA","WEST",235640,1899166,25954,1561.5,1266,1,1,0
"31",484,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",526246.5,7903871.5,17835.5,1645,813.5,1,1,0
"32",499,"Frontier","FIBER",25,10,-8,-7,"OR","WEST",1151621,3175016,22144.5,1580,1797.5,1,1,0
"33",500,"Cablevision","CABLE",15,5,-5,-4,"NJ","NORTHEAST",633590,2292103.5,11956,1982,929,1,1,0
"34",503,"CenturyLink","DSL",20,0.896,-7,-6,"CO","WEST",101353,1116577.5,51922,1554,884,1,1,0
"35",504,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",636370.5,2292009.5,12449,1975,975,1,1,0
"36",506,"Time Warner Cable","CABLE",15,1,-8,-7,"CA","WEST",138979,2009188.5,24151,2590.5,1023,1,1,0
"37",507,"AT&T","DSL",12,1,-6,-5,"IL","MIDWEST",123455,1525550,28333,1553,983,1,1,0
"38",509,"Time Warner Cable","CABLE",15,1,-8,-7,"CA","WEST",144224.5,2011424.5,14549.5,2490,862,1,1,0
"39",515,"CenturyLink","DSL",8,0.768,-5,-4,"FL","SOUTH",92433,738208.5,32081,1614,844,1,1,0.104931794333683
"40",516,"AT&T","DSL",45,6,-8,-7,"CA","WEST",697814.5,5456651,23233,1744,828,1,1,0
"41",517,"Cox","CABLE",50,5,-7,-7,"AZ","WEST",653602.5,6730121,21782,1530,819,1,1,0
"42",519,"Time Warner Cable","CABLE",15,1,-5,-4,"NC","SOUTH",138562,2011013.5,24903,2656.5,1000,1,1,0
"43",521,"Charter","CABLE",60,4,-8,-7,"NV","WEST",531976,8204260.5,17035.5,3402.5,764.5,1,1,0
"44",522,"Verizon","FIBER",25,25,-5,-4,"VA","SOUTH",3024594.5,3802387,11261,3344,1046,1,1,0
"45",525,"Cox","CABLE",50,5,-7,-7,"AZ","WEST",653221,6757242,25682.5,1689.5,859,1,1,0
"46",528,"AT&T","DSL",6,1,-8,-7,"CA","WEST",178549.5,948809,25625,1685,1076.5,1,1,0
"47",529,"Comcast","CABLE",25,5,-6,-5,"IN","MIDWEST",742568.5,3721670,10986,1347,782,1,1,0
"48",538,"Verizon","FIBER",75,75,-5,-4,"NY","NORTHEAST",10755767,9835752,19463,1604,1833,1,1,0
"49",543,"Cox","CABLE",100,10,-7,-7,"AZ","WEST",1309161.5,13733406,22311.5,1762,812,1,1,0
"50",545,"Comcast","CABLE",105,10,-5,-4,"NJ","NORTHEAST",1488813.5,13239500,14628,2198,901,1,1,0
"51",548,"Comcast","CABLE",50,10,-5,-4,"CA","WEST",1487290.5,7445559,17326.5,2152,914,1,1,0
"52",549,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",531558.5,7998810.5,27047,4116,807,1,1,0
"53",551,"Comcast","CABLE",50,10,-5,-4,"SC","SOUTH",1488490.5,7446840.5,41652,4242,883,1,1,0
"54",559,"Comcast","CABLE",50,10,-7,-6,"UT","WEST",1168688,6724029,37839,1519,787,1,1,0
"55",561,"Verizon","FIBER",50,50,-5,-4,"PA","NORTHEAST",7606234,7246092,15743,1583.5,1850,1,1,0
"56",562,"Cox","CABLE",25,5,-7,-7,"AZ","WEST",654120.5,3965965,20544.5,1804,839.5,1,1,0
"57",563,"AT&T","DSL",3,1,-8,-7,"CA","WEST",176041.5,473326,27550,1681.5,927,1,1,0
"58",567,"Mediacom","CABLE",50,5,-6,-5,"MO","MIDWEST",707080.5,7055522,22240,1650,791,1,1,0
"59",568,"AT&T","DSL",18,1.5,-5,-4,"GA","SOUTH",233235.5,2836190,40618,1646,840,1,1,0
"60",569,"Cox","CABLE",25,5,-6,-5,"OK","SOUTH",700415,3685922,13971.5,1834,982,1,1,0
"61",572,"Time Warner Cable","CABLE",15,1,-6,-5,"TX","SOUTH",130384.5,2001891.5,24303,4883,961,1,1,0
"62",573,"Time Warner Cable","CABLE",10,2,-6,-5,"TX","SOUTH",266834.5,1340333,14920.5,2728.5,863.5,1,1,0
"63",576,"Verizon","FIBER",25,25,-5,-4,"PA","NORTHEAST",3277245,3802487,14792,3399,1044,1,1,0
"64",590,"CenturyLink","DSL",12,0.896,-7,-6,"UT","WEST",100993,1829139.5,49899,1566.5,868,1,1,0
"65",594,"CenturyLink","DSL",25,2,-5,-4,"FL","SOUTH",231493,2987262.5,53161,1628,2535.5,1,1,0
"66",595,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",628702.5,2175233,12249,2040,1002,1,1,0
"67",597,"Charter","CABLE",100,5,-6,-5,"MO","MIDWEST",656468.5,12375346,21776,2191,856,1,1,0
"68",600,"Charter","CABLE",15,3,-6,-5,"MN","MIDWEST",403708,1946329,30539,2725,799,1,1,0
"69",602,"CenturyLink","DSL",1.5,0.896,-7,-6,"CO","WEST",107455,156450,51540,1352,1002,1,1,0
"70",608,"Verizon","FIBER",25,25,-5,-4,"RI","NORTHEAST",643432.5,3176960,19597,1767,1838,1,1,0
"71",612,"Charter","CABLE",60,4,-5,-4,"MI","MIDWEST",525705,8044739.5,12791.5,1673,901.5,1,1,0
"72",615,"Comcast","CABLE",25,5,-5,-4,"PA","NORTHEAST",742744.5,3721982,30823,2552,909,1,1,0
"73",616,"Comcast","CABLE",25,5,-5,-4,"VA","SOUTH",742593.5,3710128,17253.5,2565,906,1,1,0.257401638783808
"74",617,"Time Warner Cable","CABLE",15,1,-5,-4,"NY","NORTHEAST",139063.5,1996099,27169,2578,1026,1,1,0
"75",622,"Verizon","FIBER",15,15,-8,-7,"CA","WEST",1753304.5,1866259.5,10016,5456,825,1,1,0
"76",623,"AT&T","DSL",18,1.5,-5,-4,"MI","MIDWEST",234813.5,2849026.5,28638,1577,870,1,1,0
"77",624,"Cox","CABLE",100,10,-5,-4,"GA","SOUTH",1306979,13260119,22977,1625.5,812,1,1,0
"78",628,"Cablevision","CABLE",101,35,-5,-4,"NJ","NORTHEAST",4802928,13297967.5,14922,3857,874,1,1,0
"79",629,"Charter","CABLE",30,4,-5,-4,"MI","MIDWEST",529559,3902311,34303,2107,896,1,1,0
"80",633,"Cablevision","CABLE",50,25,-5,-4,"NJ","NORTHEAST",3614914.5,7349294,12983.5,2190.5,971.5,1,1,0
"81",635,"Verizon","FIBER",50,50,-5,-4,"VA","SOUTH",7941378,3240309,9460.5,2610,1058,1,1,0
"82",638,"Comcast","CABLE",25,5,-5,-4,"PA","NORTHEAST",742379,3674401.5,17315,1726,772,1,1,0
"83",640,"CenturyLink","DSL",1.5,0.896,-8,-7,"OR","WEST",94482.5,237989,59248,1347,957,1,1,0
"84",641,"Verizon","FIBER",50,50,-5,-4,"MA","NORTHEAST",7928512,7245785.5,14702,1627,1787,1,1,0
"85",643,"Comcast","CABLE",5,1,-8,-7,"CA","WEST",152560.5,742936,20006,2086,956,1,1,0
"86",651,"Time Warner Cable","CABLE",20,2,-5,-4,"KY","SOUTH",291856.5,2817163,28692.5,2465.5,886,1,1,0
"87",653,"Cox","CABLE",5,1,-6,-5,"LA","SOUTH",128895,730147.5,22602,3675,1475,0.96,1,2.15675960021042
"88",660,"Comcast","CABLE",25,5,-6,-5,"IN","MIDWEST",742227,3525761.5,27577.5,2253,1061,1,1,0
"89",661,"AT&T","DSL",12,1.5,-5,-4,"MI","MIDWEST",118980,1867327,34759,2069,1560.5,1,1,0
"90",665,"CenturyLink","DSL",40,20,-6,-5,"IA","MIDWEST",2335323.5,4722458.5,17409,1401.5,747,1,1,0
"91",666,"Time Warner Cable","CABLE",50,5,-5,-4,"NY","NORTHEAST",669670,6708669.5,14564.5,3279,861,1,1,0
"92",668,"Comcast","CABLE",25,5,-5,-4,"CT","NORTHEAST",740716,3672182,21002,2696,828,1,1,0
"93",671,"CenturyLink","DSL",20,0.896,-7,-6,"CO","WEST",103091.5,2470070,41695,1557,877,1,1,0.0501504513540622
"94",676,"Windstream","DSL",3,0.768,-6,-5,"AR","SOUTH",80420,250049,97380,1677.5,9785.5,1,1,0.0507872016251904
"95",678,"Verizon","FIBER",50,50,-5,-4,"VA","SOUTH",7885133,7226469.5,10609,2902,1119,1,1,0
"96",683,"CenturyLink","DSL",10,0.768,-6,-5,"AL","SOUTH",107372,1089148,40121,1616,961,0.998,1,0
"97",685,"Cox","CABLE",25,5,-7,-7,"AZ","WEST",676941.5,3154400.5,21106,1862,1280,1,1,0
"98",687,"Time Warner Cable","CABLE",20,2,-8,-7,"CA","WEST",132382,2011425,16949,3747,901,1,1,0
"99",688,"AT&T","DSL",1.5,0.256,-6,-5,"TX","SOUTH",38435,160189,86739,3687,1857,1,1,0
"100",689,"Time Warner Cable","CABLE",20,2,-5,-4,"NY","NORTHEAST",274811,2684259.5,24502,2520,885,1,1,0
"101",691,"CenturyLink","DSL",1.5,0.512,-5,-4,"OH","MIDWEST",50638.5,184241,51559.5,1696,1005,1,1,0
"102",700,"Cablevision","CABLE",101,35,-5,-4,"NJ","NORTHEAST",5009567.5,13813331.5,11026.5,1753,853,1,1,0
"103",702,"Cox","CABLE",25,5,-7,-7,"AZ","WEST",680397.5,3581825.5,22803,1823,899,1,1,0
"104",703,"Verizon","FIBER",50,50,-5,-4,"PA","NORTHEAST",8970070.5,7214242,13389,1614,1048,1,1,0
"105",705,"Cox","CABLE",25,5,-6,-5,"LA","SOUTH",677032.5,3685220,19642,1834,835,1,1,0
"106",706,"Comcast","CABLE",50,10,-8,-7,"WA","WEST",1488191,7350404,26033,2295,759,1,1,0
"107",708,"Time Warner Cable","CABLE",15,1,-8,-7,"CA","WEST",132974,2010838,14737,2564,779,1,1,0
"108",709,"Frontier","FIBER",35,35,-8,-7,"OR","WEST",4663456,4448316,21865.5,1541,1758,1,1,0
"109",710,"Brighthouse","CABLE",30,2,-5,-4,"MI","MIDWEST",302549,4248314.5,15259,2025,885,1,1,0
"110",712,"CenturyLink","DSL",40,5,-7,-6,"CO","WEST",592000.5,3936378.5,43636,1248,867,1,1,0
"111",715,"Verizon","FIBER",35,35,-5,-4,"NY","NORTHEAST",4428568.5,5338260,14514,1627.5,1791.5,1,1,0
"112",720,"Verizon","FIBER",25,25,-8,-7,"CA","WEST",3463920,3801891,9189,1354,1066,1,1,0
"113",723,"AT&T","DSL",45,6,-5,-4,"SC","SOUTH",698939,5076357.5,35798,1604.5,1090,1,1,0
"114",728,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",525561,8040974.5,22064.5,2154,977,1,1,0
"115",732,"Time Warner Cable","CABLE",30,5,-5,-4,"PA","NORTHEAST",700985,4224378,18843,3060,909,1,1,0
"116",734,"AT&T","DSL",18,1.5,-5,-4,"OH","MIDWEST",235864,2846151,28332,1627,919,1,1,0
"117",735,"Time Warner Cable","CABLE",2,1,-5,-4,"NY","NORTHEAST",132280,266600,30422,3135,947,1,1,0
"118",744,"Comcast","CABLE",105,20,-5,-4,"MI","MIDWEST",2989716,13857569,18311,1987.5,875,1,1,0
"119",745,"Verizon","FIBER",20,5,-5,-4,"NY","NORTHEAST",887467,3801980,11740,1558.5,1028,1,1,0
"120",750,"Comcast","CABLE",50,10,-8,-7,"WA","WEST",1489509.5,7350651.5,27521.5,3053.5,820,1,1,0
"121",751,"Time Warner Cable","CABLE",20,2,-5,-4,"NY","NORTHEAST",272821,2433877.5,27159.5,1858,1161.5,1,1,0
"122",752,"Time Warner Cable","CABLE",30,5,-6,-5,"MO","MIDWEST",702373,4225753,38272,2746,889,1,1,0
"123",753,"Cablevision","CABLE",15,5,-5,-4,"NJ","NORTHEAST",649039,2292165,11141,1602,950,1,1,0
"124",757,"AT&T","DSL",6,1,-6,-5,"IL","MIDWEST",236896,948762,20330,1335,847,1,1,0
"125",758,"Comcast","CABLE",50,10,-6,-5,"MN","MIDWEST",1509899.5,7350414.5,19065.5,2864.5,775,1,1,0
"126",760,"Time Warner Cable","CABLE",20,2,-5,-4,"NY","NORTHEAST",277388,2682521.5,28075.5,2938.5,938,1,1,0
"127",762,"Time Warner Cable","CABLE",20,2,-8,-7,"CA","WEST",141000.5,2009143.5,12956,2622,931,1,1,0
"128",764,"Comcast","CABLE",25,5,-7,-6,"CO","WEST",740184.5,1976951.5,28328,1755,891,1,0.996,0.687880759448749
"129",767,"Comcast","CABLE",25,5,-7,-6,"CO","WEST",742863,3721660,31207,1563.5,785,1,1,0
"130",773,"Time Warner Cable","CABLE",15,1,-7,-6,"TX","SOUTH",132219.5,1985881,23742.5,1758,833.5,1,1,0.0516262261228704
"131",778,"Verizon","FIBER",35,35,-8,-7,"CA","WEST",4660973,5336310.5,13093,1767.5,1928,1,1,0
"132",780,"AT&T","DSL",18,1.5,-5,-4,"GA","SOUTH",233504,2849775.5,38448.5,1629,830,1,1,0
"133",782,"CenturyLink","DSL",10,0.768,-5,-4,"FL","SOUTH",82343,1213817,42555,1526,901,1,1,0
"134",783,"Comcast","CABLE",25,5,-5,-4,"PA","NORTHEAST",742907.5,3721704.5,26468,3460,941,1,1,0
"135",784,"Time Warner Cable","CABLE",50,5,-5,-4,"NY","NORTHEAST",669477,6708701,13803,2880,851,1,1,0
"136",785,"Verizon","FIBER",20,20,-8,-7,"CA","WEST",2423893.5,3168542.5,22447,1141,844,1,1,0
"137",786,"Cablevision","CABLE",15,5,-5,-4,"NY","NORTHEAST",636118.5,2291661.5,11290,1809,852,1,1,0
"138",787,"CenturyLink","DSL",10,0.768,-6,-5,"AR","SOUTH",81041,980828.5,67421,2091.5,982,1,1,0
"139",790,"AT&T","DSL",6,0.512,-8,-7,"CA","WEST",78514.5,301766,50740,2586,1646,1,1,0
"140",791,"Comcast","CABLE",105,10,-8,-7,"CA","WEST",1278491.5,12336977.5,19717,2603,1272,1,1,0
"141",793,"CenturyLink","DSL",3,0.512,-5,-4,"OH","MIDWEST",60618,311023,72271,1649,1176,1,1,0
"142",794,"Verizon","FIBER",75,75,-5,-4,"NY","NORTHEAST",9897374.5,10374397,10328.5,1683.5,1880,1,1,0.099403578528827
"143",796,"Time Warner Cable","CABLE",15,1,-6,-5,"IA","MIDWEST",141154,2011477,13491.5,3179.5,911.5,1,1,0
"144",812,"Verizon","FIBER",75,75,-5,-4,"MD","SOUTH",11092841,9992719.5,9820,1391.5,1742.5,1,1,0
"145",820,"Time Warner Cable","CABLE",15,1,-5,-4,"ME","NORTHEAST",132548.5,1984926.5,27357,2119,889,1,1,0
"146",823,"CenturyLink","DSL",12,0.896,-8,-7,"WA","WEST",103993.5,1826960,45971.5,1559,937,1,1,0
"147",833,"CenturyLink","DSL",1.5,0.896,-7,-7,"AZ","WEST",67825.5,197431.5,56311,1385,2438,1,1,0
"148",834,"Verizon","FIBER",35,35,-8,-7,"CA","WEST",2376392,4463925,26655,1919.5,9421.5,1,1,0
"149",835,"Time Warner Cable","CABLE",30,5,-8,-7,"CA","WEST",638157.5,3672933.5,16911,2974,815,1,1,0
"150",836,"Frontier","FIBER",25,25,-8,-7,"WA","WEST",3848462,3167854,25339,1854,1178,1,1,0
"151",838,"Cox","CABLE",50,5,-5,-4,"FL","SOUTH",651412,6635300,35138,2178,897.5,1,1,0.132188625406283
"152",839,"CenturyLink","DSL",40,20,-7,-6,"CO","WEST",2332059.5,5813271,40666,1529,862,1,1,0
"153",844,"Comcast","CABLE",25,5,-5,-4,"PA","NORTHEAST",741760.5,3721898,24809,2415,914,1,1,0
"154",846,"AT&T","DSL",18,1.5,-6,-5,"IN","MIDWEST",232963.5,2675383.5,27082,1299,922,1,1,0
"155",847,"Comcast","CABLE",25,5,-5,-4,"MA","NORTHEAST",741271.5,3674372,17433,2145,821,1,1,0
"156",852,"AT&T","DSL",18,1.5,-5,-4,"MI","MIDWEST",233451,2277214.5,29852,1658,1033,1,1,0
"157",854,"Time Warner Cable","CABLE",15,1,-5,-4,"KY","SOUTH",134825,2011321.5,39321,2548.5,899,1,1,0
"158",858,"Verizon","FIBER",75,75,-5,-4,"VA","SOUTH",4856537.5,9054922.5,22747,1535,1062,1,1,0
"159",861,"Comcast","CABLE",105,20,-5,-4,"MI","MIDWEST",2976828,14798581,16841,2216,895,1,1,0
"160",862,"Comcast","CABLE",50,10,-6,-5,"TX","SOUTH",1489249.5,7445813.5,12468.5,2654,807,1,1,0
"161",863,"Time Warner Cable","CABLE",15,1,-5,-4,"OH","MIDWEST",138863.5,2011451,27307.5,2484,1056,1,1,0
"162",866,"Comcast","CABLE",25,5,-5,-4,"CT","NORTHEAST",743281.5,3672125.5,31167,2421,864,1,1,0
"163",870,"AT&T","DSL",12,1,-5,-4,"FL","SOUTH",117160,1663929.5,24232,1538,978,1,1,0
"164",871,"AT&T","DSL",0.768,0.384,-8,-7,"CA","WEST",37943,78449,22761,2295,1716,1,1,0.0530222693531283
"165",872,"Verizon","FIBER",35,35,-5,-4,"NY","NORTHEAST",4882069,5319129,15857,1149,791,1,1,0
"166",874,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",530859,8004353,22902,2532,771,1,1,0
"167",875,"AT&T","DSL",18,1.5,-6,-5,"AL","SOUTH",234085.5,2819210.5,48043.5,1852,1181,1,1,0
"168",882,"AT&T","DSL",12,1.5,-6,-5,"TX","SOUTH",232940,1899427,24175,1386.5,826,1,1,0
"169",883,"Frontier","FIBER",25,10,-8,-7,"OR","WEST",1900346,3176978,25523,1470.5,1931.5,1,1,0
"170",885,"Charter","CABLE",15,3,-5,-4,"MI","MIDWEST",400246.5,1967497.5,29820,2402,899,1,1,0
"171",886,"Time Warner Cable","CABLE",20,2,-8,-7,"CA","WEST",279612,2813983.5,15164,2599,892,1,1,0
"172",887,"CenturyLink","DSL",3,0.512,-6,-5,"MO","MIDWEST",59166,257549,72309,1839.5,983,1,1,0
"173",903,"Brighthouse","CABLE",30,2,-5,-4,"FL","SOUTH",298131.5,4235726,34033.5,2112,912,1,1,0
"174",908,"Time Warner Cable","CABLE",100,5,-6,-5,"KS","MIDWEST",701847.5,11511382,37189,2709,906,1,1,0
"175",909,"Frontier","FIBER",25,10,-8,-7,"WA","WEST",1482007,3168058.5,21436,1226,825,1,1,0
"176",913,"Charter","CABLE",30,4,-6,-5,"MN","MIDWEST",475150,3906308.5,24905.5,1838.5,848,1,1,0
"177",922,"Charter","CABLE",15,3,-6,-5,"TX","SOUTH",402044.5,1946250,12412,3464,815,1,1,0
"178",925,"CenturyLink","DSL",4,0.512,-6,-5,"MO","MIDWEST",44153,279775,65920.5,2155,1422,1,1,0.0526315789473684
"179",930,"Charter","CABLE",15,3,-6,-5,"NE","MIDWEST",399300.5,1953329,30350.5,1855,880,1,1,0
"180",934,"Time Warner Cable","CABLE",50,5,-5,-4,"NC","SOUTH",697089.5,7034448,23274,3009.5,916,1,1,0
"181",935,"Comcast","CABLE",50,10,-6,-5,"MS","SOUTH",1488964,7350387,36822,1634,799,1,1,0
"182",939,"Time Warner Cable","CABLE",20,2,-8,-7,"CA","WEST",266319.5,2644435.5,18497,3625,800,1,1,0
"183",941,"Verizon","FIBER",35,35,-6,-5,"TX","SOUTH",4662973.5,5275588.5,6747.5,1378.5,1760.5,1,1,0
"184",943,"Comcast","CABLE",25,5,-6,-5,"IL","MIDWEST",738418,3721324.5,15313,2671,910,1,1,0
"185",948,"Time Warner Cable","CABLE",20,2,-5,-4,"KY","SOUTH",283720.5,2817282.5,36022,3526,823,1,1,0
"186",950,"Comcast","CABLE",50,10,-5,-4,"FL","SOUTH",1487113,7445519.5,36888,1875,785,1,1,0
"187",952,"Time Warner Cable","CABLE",15,1,-7,-6,"CO","WEST",139589,1989257.5,25418,3024.5,1040,1,1,0
"188",954,"Cablevision","CABLE",15,5,-5,-4,"NJ","NORTHEAST",637364,2292008.5,12860,2112,949,1,1,0
"189",955,"Comcast","CABLE",50,10,-5,-4,"GA","SOUTH",1487515.5,7445769,21845,2116.5,814,1,1,0
"190",958,"Mediacom","CABLE",15,1,-6,-5,"IA","MIDWEST",236565,2907127.5,16569,1915,881,1,1,0
"191",965,"Time Warner Cable","CABLE",20,2,-5,-4,"VA","SOUTH",266351.5,2648150,24212,1983,776,1,1,0
"192",967,"Verizon","FIBER",75,75,-5,-4,"VA","SOUTH",10756262,10423854.5,12656.5,1764,1812.5,1,1,0.051975051975052
"193",970,"Verizon","FIBER",20,5,-5,-4,"VA","SOUTH",643604,3176278,14468,1723,1885,1,1,0
"194",976,"Comcast","CABLE",25,5,-7,-6,"NM","WEST",714463,3526957,30970.5,2566,831,1,1,0
"195",979,"Time Warner Cable","CABLE",15,1,-8,-7,"ID","WEST",132072,2011259.5,47186,2550,898,1,1,0
"196",980,"Comcast","CABLE",25,5,-5,-4,"IN","MIDWEST",680590.5,3332271.5,27650,2594,1029,1,1,0
"197",986,"Time Warner Cable","CABLE",15,1,-6,-5,"WI","MIDWEST",132267,2011116,14285,3075,915,1,1,0
"198",988,"AT&T","DSL",12,1.5,-5,-4,"NC","SOUTH",213403,1898859.5,38889,1629,838,1,1,0
"199",992,"Windstream","DSL",12,0.768,-5,-4,"GA","SOUTH",79808,1554528,30227,1604,1109,1,1,0
"200",996,"Time Warner Cable","CABLE",20,2,-5,-4,"OH","MIDWEST",281996,2816182.5,25771,2570,898,1,1,0
"201",997,"Comcast","CABLE",25,5,-5,-4,"TN","SOUTH",741804.5,3671089,26913,2066,887,1,1,0
"202",998,"Verizon","FIBER",15,15,-5,-4,"PA","NORTHEAST",1985464,3040653,17895,1348,1035,1,1,0
"203",999,"Charter","CABLE",100,4,-6,-5,"MO","MIDWEST",528836,13012943.5,28104.5,3447.5,781,1,1,0
"204",1001,"Charter","CABLE",30,4,-5,-4,"MI","MIDWEST",529423.5,3595765.5,22668,3016,841,1,1,0
"205",1009,"Comcast","CABLE",25,5,-5,-4,"DE","SOUTH",742649,3721915,13632,2320,875,1,1,0
"206",1016,"Time Warner Cable","CABLE",100,10,-8,-7,"CA","WEST",1343679,12910880,15955.5,2998.5,776,1,1,0
"207",1023,"Time Warner Cable","CABLE",50,5,-5,-4,"OH","MIDWEST",701138,7044429.5,34731,5096.5,3906.5,1,1,0
"208",1025,"Charter","CABLE",30,4,-8,-7,"CA","WEST",531718.5,3894619,21496,4282,855,1,1,0
"209",1026,"Verizon","FIBER",50,50,-8,-7,"CA","WEST",4819057.5,7245456,12733,1782.5,1916,1,1,0
"210",1027,"Time Warner Cable","CABLE",3,1,-5,-4,"OH","MIDWEST",132063,400303,28014,3331,834,1,1,0
"211",1028,"Cablevision","CABLE",101,35,-5,-4,"NY","NORTHEAST",4774528.5,13528890,13989,2894.5,967,1,1,0
"212",1031,"Verizon","FIBER",50,50,-8,-7,"CA","WEST",7610960.5,7245882.5,10132,1454,1947,1,1,0
"213",1032,"Charter","CABLE",60,4,-6,-5,"WI","MIDWEST",530072,8000514.5,16778,2875,787,1,1,0
"214",1033,"Cox","CABLE",25,5,-6,-5,"OK","SOUTH",692172.5,3734627.5,20728,2040,832,1,1,0
"215",1035,"Comcast","CABLE",25,5,-7,-6,"CO","WEST",743171.5,3721707,31541,1295,757,1,1,0
"216",1037,"Time Warner Cable","CABLE",30,5,-5,-4,"KY","SOUTH",280203.5,2797878,30154,2061,897,1,1,0
"217",1038,"Time Warner Cable","CABLE",50,5,-5,-4,"KY","SOUTH",701304,7043073,34150.5,2629,761,1,1,0
"218",1040,"AT&T","DSL",6,1,-8,-7,"CA","WEST",176199,948438.5,30478,1508,1175,1,1,0
"219",1041,"Time Warner Cable","CABLE",10,1,-8,-7,"CA","WEST",132350.5,400762,16700,3226,827,1,1,0
"220",1042,"Time Warner Cable","CABLE",20,2,-5,-4,"NC","SOUTH",267442,2670837.5,26617.5,2527.5,1006,1,1,0.0716792304357563
"221",1047,"AT&T","DSL",3,1,-5,-4,"FL","SOUTH",176777,473372.5,59164,1504,1165,1,1,0
"222",1048,"Verizon","FIBER",50,50,-5,-4,"NY","NORTHEAST",7879692.5,7226528,14625,2017,1121,1,1,0
"223",1052,"Cox","CABLE",50,5,-5,-4,"VA","SOUTH",648852,7046716.5,9631.5,1736,814,1,1,0
