,Unnamed: 0,isp,State,Weight,TECHNOLOGY,Download Bandwidth Mbps ,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Regression Data
808,808,Comcast,Pennsylvania,10207.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
809,809,Comcast,Pennsylvania,10562.36,CABLE,105.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
810,810,Comcast,Pennsylvania,9639.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
811,811,Comcast,Pennsylvania,10207.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
812,812,Comcast,Pennsylvania,10562.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
813,813,Comcast,Pennsylvania,9639.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
814,814,Comcast,Pennsylvania,10207.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
815,815,Comcast,Pennsylvania,10562.36,CABLE,505.0,20.0,250,399.95,0.0,0.0,399.95,0.0,No
816,816,Comcast,Tennessee,10403.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
817,817,Comcast,Tennessee,10403.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
818,818,Comcast,Tennessee,10403.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
819,819,Comcast,Tennessee,10403.36,CABLE,50.0,10.0,250,76.95,0.0,0.0,76.95,0.0,No
820,820,Comcast,Tennessee,10403.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
821,821,Comcast,Texas,9668.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
822,822,Comcast,Texas,9684.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
823,823,Comcast,Texas,9668.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
824,824,Comcast,Texas,9684.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
825,825,Comcast,Texas,9668.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
826,826,Comcast,Texas,9684.36,CABLE,50.0,5.0,250,66.95,0.0,0.0,66.95,0.0,No
827,827,Comcast,Texas,9668.36,CABLE,105.0,10.0,250,78.95,0.0,0.0,78.95,0.0,No
828,828,Comcast,Texas,9684.36,CABLE,105.0,10.0,250,78.95,0.0,0.0,78.95,0.0,No
829,829,Comcast,Texas,9668.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
830,830,Comcast,Texas,9684.36,CABLE,150.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
831,831,Comcast,Utah,10602.36,CABLE,3.0,0.75,250,39.95,0.0,0.0,39.95,0.0,Yes
832,832,Comcast,Utah,10602.36,CABLE,6.0,1.0,250,49.95,0.0,0.0,49.95,0.0,Yes
833,833,Comcast,Utah,10602.36,CABLE,25.0,5.0,250,66.95,0.0,0.0,66.95,0.0,Yes
834,834,Comcast,Utah,10602.36,CABLE,50.0,10.0,250,77.95,0.0,0.0,77.95,0.0,No
835,835,Comcast,Utah,10602.36,CABLE,105.0,20.0,250,114.95,0.0,0.0,114.95,0.0,No
840,840,Cox,Arizona,1675.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
841,841,Cox,Arizona,1831.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
842,842,Cox,Arizona,2191.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
843,843,Cox,Arizona,2399.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
844,844,Cox,Arizona,2415.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
845,845,Cox,Arizona,2919.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
846,846,Cox,Arizona,3361.16,CABLE,1.0,0.375,50,29.99,0.0,0.0,29.99,0.0,No
847,847,Cox,Arizona,1675.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
848,848,Cox,Arizona,1831.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
849,849,Cox,Arizona,2191.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
850,850,Cox,Arizona,2399.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
851,851,Cox,Arizona,2415.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
852,852,Cox,Arizona,2919.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
853,853,Cox,Arizona,3361.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
854,854,Cox,Arizona,1675.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
855,855,Cox,Arizona,1831.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
856,856,Cox,Arizona,2191.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
857,857,Cox,Arizona,2399.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
858,858,Cox,Arizona,2415.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
859,859,Cox,Arizona,2919.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
860,860,Cox,Arizona,3361.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
861,861,Cox,Arizona,1675.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
862,862,Cox,Arizona,1831.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
863,863,Cox,Arizona,2191.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
864,864,Cox,Arizona,2399.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
865,865,Cox,Arizona,2415.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
866,866,Cox,Arizona,2919.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
867,867,Cox,Arizona,3361.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
868,868,Cox,Arizona,1675.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
869,869,Cox,Arizona,1831.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
870,870,Cox,Arizona,2191.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
871,871,Cox,Arizona,2399.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
872,872,Cox,Arizona,2415.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
873,873,Cox,Arizona,2919.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
874,874,Cox,Arizona,3361.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
875,875,Cox,California,2016.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
876,876,Cox,California,2334.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
877,877,Cox,California,2349.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
878,878,Cox,California,2867.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
879,879,Cox,California,2884.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
880,880,Cox,California,2016.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
881,881,Cox,California,2334.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
882,882,Cox,California,2349.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
883,883,Cox,California,2867.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
884,884,Cox,California,2884.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
885,885,Cox,California,2016.16,CABLE,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
886,886,Cox,California,2334.16,CABLE,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
887,887,Cox,California,2349.16,CABLE,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
888,888,Cox,California,2867.16,CABLE,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
889,889,Cox,California,2884.16,CABLE,50.0,5.0,250,61.99,0.0,0.0,61.99,0.0,No
890,890,Cox,California,2016.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
891,891,Cox,California,2334.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
892,892,Cox,California,2349.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
893,893,Cox,California,2867.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
894,894,Cox,California,2884.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
895,895,Cox,California,2016.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
896,896,Cox,California,2334.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
897,897,Cox,California,2349.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
898,898,Cox,California,2867.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
899,899,Cox,California,2884.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
900,900,Cox,Connecticut,1894.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
901,901,Cox,Connecticut,3248.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
902,902,Cox,Connecticut,1894.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
903,903,Cox,Connecticut,3248.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
904,904,Cox,Connecticut,1894.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
905,905,Cox,Connecticut,3248.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
906,906,Cox,Connecticut,1894.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
907,907,Cox,Connecticut,3248.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
908,908,Cox,Connecticut,1894.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
909,909,Cox,Connecticut,3248.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
910,910,Cox,Florida,3483.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
911,911,Cox,Florida,3483.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
912,912,Cox,Florida,3483.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
913,913,Cox,Florida,3483.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
914,914,Cox,Florida,3483.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
915,915,Cox,Kansas,3385.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
916,916,Cox,Kansas,3385.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
917,917,Cox,Kansas,3385.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
918,918,Cox,Kansas,3385.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
919,919,Cox,Kansas,3385.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
920,920,Cox,Nebraska,1997.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
921,921,Cox,Nebraska,2531.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
922,922,Cox,Nebraska,1997.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
923,923,Cox,Nebraska,2531.16,CABLE,5.0,1.0,100,48.99,0.0,0.0,48.99,0.0,Yes
924,924,Cox,Nebraska,1997.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
925,925,Cox,Nebraska,2531.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
926,926,Cox,Nebraska,1997.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
927,927,Cox,Nebraska,2531.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
928,928,Cox,Nebraska,1997.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
929,929,Cox,Nebraska,2531.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
930,930,Cox,Nevada,1561.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
931,931,Cox,Nevada,1999.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
932,932,Cox,Nevada,2144.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
933,933,Cox,Nevada,1561.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
934,934,Cox,Nevada,1999.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
935,935,Cox,Nevada,2144.16,CABLE,5.0,1.0,100,47.99,0.0,0.0,47.99,0.0,Yes
936,936,Cox,Nevada,1561.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
937,937,Cox,Nevada,1999.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
938,938,Cox,Nevada,2144.16,CABLE,50.0,5.0,250,62.99,0.0,0.0,62.99,0.0,No
939,939,Cox,Nevada,1561.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
940,940,Cox,Nevada,1999.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
941,941,Cox,Nevada,2144.16,CABLE,100.0,10.0,300,73.99,0.0,0.0,73.99,0.0,No
942,942,Cox,Nevada,1561.16,CABLE,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
943,943,Cox,Nevada,1999.16,CABLE,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
944,944,Cox,Nevada,2144.16,CABLE,150.0,20.0,400,109.99,0.0,0.0,109.99,0.0,No
945,945,Cox,Oklahoma,1770.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
946,946,Cox,Oklahoma,1915.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
947,947,Cox,Oklahoma,1770.16,CABLE,5.0,1.0,100,46.99,0.0,0.0,46.99,0.0,Yes
948,948,Cox,Oklahoma,1915.16,CABLE,5.0,1.0,100,46.99,0.0,0.0,46.99,0.0,Yes
949,949,Cox,Oklahoma,1770.16,CABLE,50.0,5.0,250,60.99,0.0,0.0,60.99,0.0,No
950,950,Cox,Oklahoma,1915.16,CABLE,50.0,5.0,250,60.99,0.0,0.0,60.99,0.0,No
951,951,Cox,Oklahoma,1770.16,CABLE,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
952,952,Cox,Oklahoma,1915.16,CABLE,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
953,953,Cox,Oklahoma,1770.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
954,954,Cox,Oklahoma,1915.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
955,955,Cox,Rhode Island,2789.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
956,956,Cox,Rhode Island,2789.16,CABLE,5.0,1.0,100,45.99,0.0,0.0,45.99,0.0,Yes
957,957,Cox,Rhode Island,2789.16,CABLE,50.0,5.0,250,59.99,0.0,0.0,59.99,0.0,No
958,958,Cox,Rhode Island,2789.16,CABLE,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
959,959,Cox,Rhode Island,2789.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
960,960,Cox,Virginia,3466.16,CABLE,1.0,0.375,50,32.99,0.0,0.0,32.99,0.0,No
961,961,Cox,Virginia,3466.16,CABLE,5.0,1.0,100,45.99,0.0,0.0,45.99,0.0,Yes
962,962,Cox,Virginia,3466.16,CABLE,50.0,5.0,250,59.99,0.0,0.0,59.99,0.0,No
963,963,Cox,Virginia,3466.16,CABLE,100.0,10.0,300,71.99,0.0,0.0,71.99,0.0,No
964,964,Cox,Virginia,3466.16,CABLE,150.0,20.0,400,99.99,0.0,0.0,99.99,0.0,No
1134,1134,Frontier,Arizona,1172.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1135,1135,Frontier,Arizona,586.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1136,1136,Frontier,Arizona,586.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1137,1137,Frontier,Arizona,586.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1138,1138,Frontier,Arizona,586.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1139,1139,Frontier,Illinois,1226.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1140,1140,Frontier,Illinois,1247.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1141,1141,Frontier,Illinois,1837.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1142,1142,Frontier,Illinois,2802.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1143,1143,Frontier,Illinois,613.25,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1144,1144,Frontier,Illinois,623.5,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1145,1145,Frontier,Illinois,918.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1146,1146,Frontier,Illinois,1401.0,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1147,1147,Frontier,Illinois,613.25,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1148,1148,Frontier,Illinois,623.5,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1149,1149,Frontier,Illinois,918.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1150,1150,Frontier,Illinois,1401.0,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1151,1151,Frontier,Illinois,613.25,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1152,1152,Frontier,Illinois,623.5,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1153,1153,Frontier,Illinois,918.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1154,1154,Frontier,Illinois,1401.0,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1155,1155,Frontier,Illinois,613.25,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1156,1156,Frontier,Illinois,623.5,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1157,1157,Frontier,Illinois,918.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1158,1158,Frontier,Illinois,1401.0,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1159,1159,Frontier,Minnesota,599.5,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1160,1160,Frontier,Minnesota,299.75,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1161,1161,Frontier,Minnesota,299.75,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1162,1162,Frontier,Minnesota,299.75,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1163,1163,Frontier,Minnesota,299.75,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1164,1164,Frontier,New York,759.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1165,1165,Frontier,New York,1040.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1166,1166,Frontier,New York,2163.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1167,1167,Frontier,New York,379.75,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1168,1168,Frontier,New York,520.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1169,1169,Frontier,New York,1081.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1170,1170,Frontier,New York,379.75,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1171,1171,Frontier,New York,520.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1172,1172,Frontier,New York,1081.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1173,1173,Frontier,New York,379.75,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1174,1174,Frontier,New York,520.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1175,1175,Frontier,New York,1081.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1176,1176,Frontier,New York,379.75,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1177,1177,Frontier,New York,520.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1178,1178,Frontier,New York,1081.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1179,1179,Frontier,Ohio,301.2,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1180,1180,Frontier,Ohio,2521.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1181,1181,Frontier,Ohio,150.6,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1182,1182,Frontier,Ohio,1260.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1183,1183,Frontier,Ohio,150.6,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1184,1184,Frontier,Ohio,1260.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1185,1185,Frontier,Ohio,150.6,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1186,1186,Frontier,Ohio,1260.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1187,1187,Frontier,Ohio,150.6,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1188,1188,Frontier,Ohio,1260.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1189,1189,Frontier,Oregon,1144.5,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1190,1190,Frontier,Oregon,572.25,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1191,1191,Frontier,Oregon,572.25,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1192,1192,Frontier,Oregon,572.25,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1193,1193,Frontier,Oregon,572.25,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1194,1194,Frontier,Oregon,1144.5,FIBER,30.0,5.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1195,1195,Frontier,Oregon,1144.5,FIBER,50.0,10.0,Unlimited,79.99,0.0,0.0,79.99,0.0,No
1196,1196,Frontier,Oregon,1144.5,FIBER,100.0,15.0,Unlimited,119.99,0.0,0.0,119.99,0.0,No
1197,1197,Frontier,South Carolina,528.666666667,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1198,1198,Frontier,South Carolina,264.333333333,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1199,1199,Frontier,South Carolina,264.333333333,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1200,1200,Frontier,South Carolina,264.333333333,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1201,1201,Frontier,South Carolina,264.333333333,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1202,1202,Frontier,Washington,1543.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1203,1203,Frontier,Washington,2398.0,DSL,6.0,1.0,Unlimited,39.99,0.0,0.0,39.99,0.0,Yes
1204,1204,Frontier,Washington,771.5,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1205,1205,Frontier,Washington,1199.0,DSL,12.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1206,1206,Frontier,Washington,771.5,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1207,1207,Frontier,Washington,1199.0,DSL,12.0,2.0,Unlimited,54.99,0.0,0.0,54.99,0.0,Yes
1208,1208,Frontier,Washington,771.5,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1209,1209,Frontier,Washington,1199.0,DSL,24.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1210,1210,Frontier,Washington,771.5,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1211,1211,Frontier,Washington,1199.0,DSL,24.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1212,1212,Frontier,Wisconsin,2657.0,DSL,6.0,1.0,Unlimited,49.99,0.0,0.0,49.99,0.0,Yes
1213,1213,Frontier,Wisconsin,1328.5,DSL,12.0,1.0,Unlimited,59.99,0.0,0.0,59.99,0.0,Yes
1214,1214,Frontier,Wisconsin,1328.5,DSL,12.0,2.0,Unlimited,64.99,0.0,0.0,64.99,0.0,Yes
1215,1215,Frontier,Wisconsin,1328.5,DSL,24.0,1.0,Unlimited,69.99,0.0,0.0,69.99,0.0,Yes
1216,1216,Frontier,Wisconsin,1328.5,DSL,24.0,2.0,Unlimited,74.99,0.0,0.0,74.99,0.0,Yes
1328,1328,Mediacom,Illinois,1837.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1329,1329,Mediacom,Illinois,2802.0,CABLE,3.0,0.5,150,29.95,0.0,15.0,44.95,0.0,Yes
1330,1330,Mediacom,Illinois,1837.0,CABLE,15.0,1.0,250,49.95,0.0,15.0,64.95,0.0,Yes
