isp,State,Weight,Technology,"Download Bandwidth Mbps","Upload Bandwidth Mbps","Usage Allowance GB","Monthly Charge","Other Mandatory Charge",Surcharge,"Total Charge","Total Charge Spread","Regression Data"
"Verizon",Pennsylvania,6701.1866666666665,FIBER,3,1,Unlimited,64.99,0,0,64.99,0,Yes
"Verizon",Pennsylvania,4201.1866666666665,FIBER,25,25,Unlimited,74.99,0,0,74.99,0,Yes
"Verizon",Pennsylvania,4461.1866666666665,FIBER,25,25,Unlimited,74.99,0,0,74.99,0,Yes
"Verizon",Pennsylvania,5247.1866666666665,FIBER,25,25,Unlimited,74.99,0,0,74.99,0,Yes
"Verizon",Pennsylvania,6701.1866666666665,FIBER,25,25,Unlimited,74.99,0,0,74.99,0,Yes
"Verizon",Pennsylvania,4201.1866666666665,FIBER,50,50,Unlimited,84.99,0,0,84.99,0,No
"Verizon",Pennsylvania,4461.1866666666665,FIBER,50,50,Unlimited,84.99,0,0,84.99,0,No
"Verizon",Pennsylvania,5247.1866666666665,FIBER,50,50,Unlimited,84.99,0,0,84.99,0,No
"Verizon",Pennsylvania,6701.1866666666665,FIBER,50,50,Unlimited,84.99,0,0,84.99,0,No
"Verizon",Pennsylvania,4201.1866666666665,FIBER,75,75,Unlimited,94.99,0,0,94.99,0,No
"Verizon",Pennsylvania,4461.1866666666665,FIBER,75,75,Unlimited,94.99,0,0,94.99,0,No
"Verizon",Pennsylvania,5247.1866666666665,FIBER,75,75,Unlimited,94.99,0,0,94.99,0,No
"Verizon",Pennsylvania,6701.1866666666665,FIBER,75,75,Unlimited,94.99,0,0,94.99,0,No
"Verizon",Pennsylvania,4201.1866666666665,FIBER,150,150,Unlimited,144.99,0,0,144.99,0,No
"Verizon",Pennsylvania,4461.1866666666665,FIBER,150,150,Unlimited,144.99,0,0,144.99,0,No
"Verizon",Pennsylvania,5247.1866666666665,FIBER,150,150,Unlimited,144.99,0,0,144.99,0,No
"Verizon",Pennsylvania,6701.1866666666665,FIBER,150,150,Unlimited,144.99,0,0,144.99,0,No
"Verizon",Pennsylvania,4201.1866666666665,FIBER,300,300,Unlimited,214.99,0,0,214.99,0,No
"Verizon",Pennsylvania,4461.1866666666665,FIBER,300,300,Unlimited,214.99,0,0,214.99,0,No
"Verizon",Pennsylvania,5247.1866666666665,FIBER,300,300,Unlimited,214.99,0,0,214.99,0,No
"Verizon",Pennsylvania,6701.1866666666665,FIBER,300,300,Unlimited,214.99,0,0,214.99,0,No
"Verizon",Pennsylvania,4201.1866666666665,FIBER,500,500,Unlimited,304.99,0,0,304.99,0,No
"Verizon",Pennsylvania,4461.1866666666665,FIBER,500,500,Unlimited,304.99,0,0,304.99,0,No
"Verizon",Pennsylvania,5247.1866666666665,FIBER,500,500,Unlimited,304.99,0,0,304.99,0,No
"Verizon",Pennsylvania,6701.1866666666665,FIBER,500,500,Unlimited,304.99,0,0,304.99,0,No
"Verizon",Virginia,7366.52,FIBER,3,1,Unlimited,64.99,0,0,64.99,0,Yes
"Verizon",Virginia,7366.52,FIBER,25,25,Unlimited,74.99,0,0,74.99,0,Yes
"Verizon",Virginia,7366.52,FIBER,50,50,Unlimited,84.99,0,0,84.99,0,No
"Verizon",Virginia,7366.52,FIBER,75,75,Unlimited,94.99,0,0,94.99,0,No
"Verizon",Virginia,7366.52,FIBER,150,150,Unlimited,144.99,0,0,144.99,0,No
"Verizon",Virginia,7366.52,FIBER,300,300,Unlimited,214.99,0,0,214.99,0,No
"Verizon",Virginia,7366.52,FIBER,500,500,Unlimited,304.99,0,0,304.99,0,No
"Windstream",Georgia,761,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Georgia,1630,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Georgia,2704,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Georgia,380.5,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,815,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,1352,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,380.5,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,815,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,1352,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,380.5,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,815,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,1352,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,380.5,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,543.3333333333333,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,901.3333333333333,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,543.3333333333333,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,901.3333333333333,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,543.3333333333333,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,901.3333333333333,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,543.3333333333333,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,901.3333333333333,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,380.5,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,815,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,1352,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Georgia,380.5,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,815,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,1352,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Georgia,380.5,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,815,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,1352,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Georgia,380.5,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,543.3333333333333,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,901.3333333333333,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Georgia,543.3333333333333,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,761,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Georgia,901.3333333333333,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,863,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Kentucky,1059,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Kentucky,2233,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Kentucky,2951,DSL,1,0.375,Unlimited,30.49,0,2.79,33.28,0,No
"Windstream",Kentucky,431.5,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,529.5,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,1116.5,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,1475.5,DSL,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,431.5,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,529.5,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,1116.5,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,1475.5,DSL,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,431.5,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,529.5,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,1116.5,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,1475.5,DSL,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,287.66666666666663,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,353,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,744.3333333333333,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,983.6666666666666,DSL,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,287.66666666666663,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,353,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,744.3333333333333,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,983.6666666666666,DSL,12,2,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,287.66666666666663,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,353,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,744.3333333333333,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,983.6666666666666,DSL,24,2,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,287.66666666666663,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,353,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,744.3333333333333,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,983.6666666666666,DSL,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,431.5,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,529.5,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,1116.5,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,1475.5,FIBER,1.5,0.375,Unlimited,37.99,0,2.79,40.78,0,No
"Windstream",Kentucky,431.5,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,529.5,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,1116.5,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,1475.5,FIBER,3,0.75,Unlimited,37.99,0,2.79,40.78,0,Yes
"Windstream",Kentucky,431.5,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,529.5,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,1116.5,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,1475.5,FIBER,6,0.75,Unlimited,39.99,0,2.79,42.78,0,Yes
"Windstream",Kentucky,287.66666666666663,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,353,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,744.3333333333333,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,983.6666666666666,FIBER,12,0.75,Unlimited,42.99,0,2.79,45.78,0,Yes
"Windstream",Kentucky,287.66666666666663,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,353,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,744.3333333333333,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
"Windstream",Kentucky,983.6666666666666,FIBER,24,4,Unlimited,49.99,0,2.79,52.78,0,Yes
